voltageLevel,minVoltagePu,meanVoltagePu,maxVoltagePu,maxViolationPu,violationCount,violationPct
MV,0.9823128604663961,0.9928683037364588,0.9993881037836169,0.0,0,0.0
LV,0.0,0.5966882281558932,1.0864355822340654,0.9499999999999874,6644,38.55617455896008
