meterName,totalEnergyKWh,totalReactiveEnergyKvarh,totalLossesKWh,totalReactiveLossesKvarh,lossesPct
busa4-_202312598_segmmt_24122,12031.709436412666,2312.653502476699,455.5366627564904,-2519.4035416826086,3.786134174565902
trf_11_130a_t2,12.09007410560668,4.324516901201078,1.9048191414452995,0.04838262562108501,15.75523131460339
trf_11_3987a_t2,12.09723302847148,4.883586210213232,0.7381050068511653,0.12574165534244677,6.101436626987312
trf_16_1142a_t2,36.967716595581926,13.923768701952698,4.446370021367114,0.12428847426220002,12.027710745592838
trf_16_1143a_t2,-0.38933053455294386,-0.4797769360782733,4.250911556328382,1.6628027345568075,
trf_16_1585a_t2,4.863827043431669,1.2583563383061103,1.8880695814829882,0.004163491957311611,38.818600345436266
trf_16_2658a_t2,6.360502940617569,1.8950915505013273,1.8864949443819579,0.010204606040543613,29.659524757625373
trf_16_299a_t2,46.36081648677436,17.822385385839393,4.516570438365729,0.2372972472990761,9.742215044150914
trf_16_3130a_t2,44.30488819719959,17.454514929404773,3.5102126293632283,0.3668210458878536,7.922856308178431
trf_16_3364a_t2,10.28404329089705,3.562068531656169,1.8923151866414523,0.028078822889083983,18.400498063990458
trf_16_3997a_t2,18.262668129657765,6.349507216728373,3.3293712297335403,0.0695135491430067,18.230475449131053
trf_16_538a_t2,15.540008962752763,5.205615813991727,3.3452559277683145,0.07683708761469991,21.526731006310403
trf_16_6312a_t2,11.198306754182799,3.3491534987240827,3.325849734783251,0.035131599811767715,29.699576978822957
trf_16_6318a_t2,38.587129080353726,14.531139598220706,4.409794850330751,0.16293270738530843,11.428149632868015
trf_6_1048a_t2,6.946589823473391,2.1457407024332578,1.8878601250587899,0.012328893659199426,27.17678995065285
trf_6_1151a_t2,20.82173033994676,7.453062724983939,3.342645508895206,0.07806828746829002,16.053639415751615
trf_6_1177a_t2,56.976235215500076,21.535643628253474,6.453154880160232,0.18884691451908217,11.32604647490764
trf_6_124a_t2,14.770184994988494,4.42699916018202,4.778260980437259,0.4643342363536253,32.35071857298008
trf_6_1350a_t2,-47.23070464102955,-21.427274034779845,4.766765882081419,0.7773276716205384,
trf_6_1504a_t2,12.340098325906473,3.84279368423709,3.3314276376044187,0.04387103550605914,26.996767364572037
trf_6_1541a_t2,-33.009075545683565,-13.749653491400485,2.7317368346941953,1.536469738808167,
trf_6_2090a_t2,22.20375332986955,8.668244791543984,1.9247117587695328,0.13838439459296945,8.668407229062119
trf_6_3509a_t2,29.461500166902685,12.63093633250171,0.9423801689344481,0.7629827674453881,3.198683582287933
trf_6_3817a_t2,3.620765268171501,1.2381333458623505,0.7119467367044743,0.010358736231912542,19.662880191733883
trf_6_3819a_t2,42.292726434816586,16.59668818227587,3.373243831119966,0.2788989816613217,7.975943183324817
trf_6_4910a_t2,277.46919116607194,122.41532366973429,7.008680891535884,11.609925160842176,2.5259312077429965
trf_6_5085a_t2,31.421740627578146,11.994276356510088,3.3943130399512924,0.20613119079148282,10.802434786098965
trf_6_5595a_t2,-34.389829771707326,-15.546429348527258,3.5786741575348913,0.7035377000282942,
trf_6_5659a_t2,8.910476707263285,2.375329037394864,3.306191416740597,0.009898320350025745,37.10454025479454
trf_6_5711a_t2,15.553943047881589,5.1942591956067945,3.3085231010752,0.031899958963965684,21.271282085128973
trf_6_5712a_t2,4.0093392754600385,0.36252693095059507,3.393310863498211,0.24095169520831486,84.6351638103477
trf_6_6153a_t2,96.22806757598917,40.01720849894856,4.227489237188039,1.6584974616397676,4.39319768512413
trf_6_6158a_t2,70.2793921019406,28.071916914400727,4.473652872690262,0.47206036299761023,6.365525851733615
trf_6_6197a_t2,105.9454558138321,42.4677885877754,6.50966381427434,0.6413528329083258,6.144353964282485
trf_6_6249a_t2,-49.86078601811981,-21.065467221840724,4.204781067270376,2.0705085653281765,
trf_6_6273a_t2,-86.57000125968857,-34.92241096677508,4.4393097369143195,3.9324294033832685,
trf_6_722a_t2,5.945882089197483,1.7205501228813909,1.8875673183027613,0.008823696591043175,31.745791288597964
trf_6_723a_t2,19.225741979818263,7.385775780056495,1.9134674066506767,0.1030203972604624,9.952632302354264
trf_6_724a_t2,17.624257010302376,6.0748127084873635,3.310690987901835,0.041425228816062684,18.784854226572776
trf_6_727a_t2,42.584184801998326,16.750117448589926,3.391228576927511,0.2672584347968934,7.963586934199977
trf_6_728a_t2,33.406111477686046,12.805679191511903,3.3516553051227413,0.16094121765292738,10.033060290065528
trf_6_729a_t2,32.99321458019512,13.29966386998476,2.045613926130533,0.33401959870383574,6.200104937208684
trf_6_730a_t2,7.525539954078934,2.387415329194348,1.8991532478148059,0.016314601537401132,25.236106105389045
trf_6_731a_t2,6.705875898947163,2.0434903816292334,1.891510959509051,0.011354621272291579,28.20676952590224
trf_6_732a_t2,27.276261783620214,10.20126844316853,3.324057224681508,0.10211576932160275,12.186630451969235
trf_6_737a_t2,18.132619835229242,6.912355581116639,1.9523850984849618,0.10647747776427537,10.767253249813024
trf_6_808a_t2,19.104769729419893,7.3397833517927324,1.9102222162798628,0.10144524939007075,9.99866652848616
trf_6_810a_t2,31.219210525868558,11.862803329961336,3.3693513208925108,0.14630875455357137,10.792557736527742
