hour,node,bus,phase,voltagePu,baseKvLN,voltageLevel,violationPu,hasViolation
0,bt474991.1,bt474991,1,0.9823271537271594,0.2193931022920578,LV,0.0,0
0,bt474991.2,bt474991,2,0.9852317263234925,0.2193931022920578,LV,0.0,0
0,bt474991.3,bt474991,3,0.9897296084726992,0.2193931022920578,LV,0.0,0
0,bt474991.4,bt474991,4,0.003036310082701547,0.2193931022920578,LV,0.9469636899172984,1
0,uc1607297.1,uc1607297,1,0.9957687118024748,0.2193931022920578,LV,0.0,0
0,uc1607297.2,uc1607297,2,0.9944677786866285,0.2193931022920578,LV,0.0,0
0,uc1607297.4,uc1607297,4,3.6177748568627824e-06,0.2193931022920578,LV,0.949996382225143,1
0,uc626695.1,uc626695,1,0.9786907100694223,0.2193931022920578,LV,0.0,0
0,uc626695.4,uc626695,4,0.0063789685437804985,0.2193931022920578,LV,0.9436210314562195,1
0,uc605823.1,uc605823,1,0.9895627861963073,0.2193931022920578,LV,0.0,0
0,uc605823.4,uc605823,4,0.0007381167325138612,0.2193931022920578,LV,0.9492618832674861,1
0,uc627344.1,uc627344,1,0.9969338071786479,0.2193931022920578,LV,0.0,0
0,uc627344.4,uc627344,4,4.7486042359063e-05,0.2193931022920578,LV,0.9499525139576409,1
0,uc1638954.2,uc1638954,2,0.9980011213622101,0.2193931022920578,LV,0.0,0
0,uc1638954.4,uc1638954,4,0.00032676701014944964,0.2193931022920578,LV,0.9496732329898505,1
0,uc637576.1,uc637576,1,0.9925644852000837,0.2193931022920578,LV,0.0,0
0,uc637576.2,uc637576,2,0.9923341770410381,0.2193931022920578,LV,0.0,0
0,uc637576.3,uc637576,3,0.9929157661123799,0.2193931022920578,LV,0.0,0
0,uc637576.4,uc637576,4,3.1696220397827255e-06,0.2193931022920578,LV,0.9499968303779601,1
0,uc626476.1,uc626476,1,0.989258239000595,0.2193931022920578,LV,0.0,0
0,uc626476.4,uc626476,4,0.0003895216541869041,0.2193931022920578,LV,0.949610478345813,1
0,uc1607280.1,uc1607280,1,0.9913139547799048,0.2193931022920578,LV,0.0,0
0,uc1607280.2,uc1607280,2,0.9911124500860837,0.2193931022920578,LV,0.0,0
0,uc1607280.3,uc1607280,3,0.991942040107305,0.2193931022920578,LV,0.0,0
0,uc1607280.4,uc1607280,4,4.6306642426067e-13,0.2193931022920578,LV,0.9499999999995369,1
0,uc606110.1,uc606110,1,0.9923238035177762,0.2193931022920578,LV,0.0,0
0,uc606110.2,uc606110,2,0.9920833265900633,0.2193931022920578,LV,0.0,0
0,uc606110.3,uc606110,3,0.9926579088425634,0.2193931022920578,LV,0.0,0
0,uc606110.4,uc606110,4,1.5964142418193668e-12,0.2193931022920578,LV,0.9499999999984036,1
0,uc605808.1,uc605808,1,0.9979834357505125,0.2193931022920578,LV,0.0,0
0,uc605808.4,uc605808,4,7.35915408569238e-05,0.2193931022920578,LV,0.949926408459143,1
0,uc605817.1,uc605817,1,0.9949604247197578,0.2193931022920578,LV,0.0,0
0,uc605817.2,uc605817,2,0.9943607514064204,0.2193931022920578,LV,0.0,0
0,uc605817.4,uc605817,4,2.310388504112587e-06,0.2193931022920578,LV,0.9499976896114959,1
0,uc606124.1,uc606124,1,0.9970148543038297,0.2193931022920578,LV,0.0,0
0,uc606124.4,uc606124,4,1.6756446249917991e-06,0.2193931022920578,LV,0.949998324355375,1
0,uc1121173.2,uc1121173,2,0.9905438663756161,0.2193931022920578,LV,0.0,0
0,uc1121173.4,uc1121173,4,0.000528828300576189,0.2193931022920578,LV,0.9494711716994237,1
0,uc605835.1,uc605835,1,0.9873144610174459,0.2193931022920578,LV,0.0,0
0,uc605835.4,uc605835,4,0.005283865868584631,0.2193931022920578,LV,0.9447161341314153,1
0,uc1609690.1,uc1609690,1,0.9992400066133211,0.2193931022920578,LV,0.0,0
0,uc1609690.4,uc1609690,4,6.459135828212765e-05,0.2193931022920578,LV,0.9499354086417179,1
0,713791.1,713791,1,0.994577665523877,13.336791218280357,MV,0.0,0
0,713791.2,713791,2,0.9953709638225628,13.336791218280357,MV,0.0,0
0,713791.3,713791,3,0.9953366296442439,13.336791218280357,MV,0.0,0
0,uc624033.1,uc624033,1,0.9991277876462878,0.2193931022920578,LV,0.0,0
0,uc624033.4,uc624033,4,2.4970881386499358e-05,0.2193931022920578,LV,0.9499750291186134,1
0,uc609688.1,uc609688,1,0.9930127843430134,0.2193931022920578,LV,0.0,0
0,uc609688.2,uc609688,2,0.9919758015842348,0.2193931022920578,LV,0.0,0
0,uc609688.4,uc609688,4,3.843124760466303e-06,0.2193931022920578,LV,0.9499961568752395,1
0,uc635966.1,uc635966,1,0.9928869679901692,0.2193931022920578,LV,0.0,0
0,uc635966.2,uc635966,2,0.9926464286352734,0.2193931022920578,LV,0.0,0
0,uc635966.3,uc635966,3,0.9932211768153982,0.2193931022920578,LV,0.0,0
0,uc635966.4,uc635966,4,6.540608515617275e-13,0.2193931022920578,LV,0.9499999999993459,1
0,uc605809.1,uc605809,1,0.9845097203643971,0.2193931022920578,LV,0.0,0
0,uc605809.4,uc605809,4,0.001219397712667934,0.2193931022920578,LV,0.9487806022873321,1
0,uc605804.1,uc605804,1,0.9965457265213029,0.2193931022920578,LV,0.0,0
0,uc605804.4,uc605804,4,8.725311220320005e-05,0.2193931022920578,LV,0.9499127468877968,1
0,uc605820.1,uc605820,1,0.9930651768563846,0.2193931022920578,LV,0.0,0
0,uc605820.2,uc605820,2,0.9879708974703226,0.2193931022920578,LV,0.0,0
0,uc605820.4,uc605820,4,0.0008214041680634111,0.2193931022920578,LV,0.9491785958319365,1
0,uc605867.3,uc605867,3,0.9911232737910166,0.2193931022920578,LV,0.0,0
0,uc605867.4,uc605867,4,0.0006897021866348327,0.2193931022920578,LV,0.9493102978133652,1
