mvViolationPct,lvViolationPct,overloadedLines,overloadedTransformers,maxLineLoadingPct,maxTransformerLoadingPct,totalEnergyKWh,totalReactiveEnergyKvarh,totalLossesKWh,totalReactiveLossesKvarh,lossesPct
0.0,1.8835616438356164,0,1,74.58528717837142,105.65025805151996,16394.740469738026,4138.560093179438,668.658940561824,-2414.6754168218267,4.078496648337054
