voltageLevel,minVoltagePu,meanVoltagePu,maxVoltagePu,maxViolationPu,violationCount,violationPct
MV,0.9797506164148735,0.9916626626070634,0.999306765941192,0.0,0,0.0
LV,0.0,0.9759936470340894,1.0848155685291254,0.95,199,1.8930745814307457
