line,maxCurrentA,normAmps,maxLoadingPct,meanLoadingPct,overloadHours
rbt_1607347,92.13265622503759,124.95,73.73561922772116,25.444062513824065,0
sbt_7584,92.1326664326836,163.8,56.24704910420244,19.40925439501572,0
sbt_22840,92.13266175687797,163.8,56.24704624962025,19.40925433881866,0
rbt_630758,30.663284316384274,76.65,40.00428482241914,17.753679424235,0
rbt_637576,24.53952383826375,61.95,39.61182217637409,14.704591693826695,0
rbt_632607,49.091241495243246,124.95,39.28870867966646,18.505461327874105,0
rbt_1130761,30.47871603609333,90.3,33.752730936980434,15.890570754197226,0
rbt_606147,25.202770294456137,76.65,32.88032654201714,12.451557567172246,0
rbt_605836,25.861207074551615,90.3,28.639210492305224,13.497174005922894,0
rbt_637360,17.67314517244078,61.95,28.52807937439997,13.403386279486048,0
rbt_637918,17.465363231429908,61.95,28.192676725472005,11.354462873582342,0
rbt_626476,15.267867135125831,61.95,24.64546753046946,11.59769332806794,0
rbt_1607350,21.71741678484058,90.3,24.05029544279134,8.77299436152963,0
rbt_606126,13.452721646617123,61.95,21.71545059986622,7.815024972599795,0
rbt_1633671,12.971650644575645,61.95,20.938903381074486,10.399453903264492,0
rbt_3405844,18.623526609988687,90.3,20.62406047617795,7.1536694381294135,0
rbt_1627323,15.034530972980914,76.65,19.614521817326697,9.230322062911108,0
rbt_606143,14.766844950191114,76.65,19.26529021551352,6.867144055427378,0
sbt_34378,24.673428306885558,128.1,19.261068155258048,9.45265225272619,0
sbt_34379,24.596398171299242,128.1,19.200935340592697,9.316940216712824,0
rbt_637397,11.746716615605527,61.95,18.96160874189754,8.913803029746594,0
rbt_635862,10.551963160209116,61.95,17.033031735607935,5.8816480913739,0
rbt_3435739,12.839719569568397,76.65,16.751101852013562,8.418625697559229,0
smt_29422,26.61317899602081,163.8,16.247362024432725,12.476564123094276,0
smt_17184,26.553476583267866,163.8,16.210913664998696,12.428708333483966,0
smt_19119,26.552891883277873,163.8,16.210556705297847,12.427911612109128,0
rbt_605816,9.954970225551769,61.95,16.0693627531102,6.184725335153732,0
sbt_24791,25.202791616014256,163.8,15.38631966789637,5.826691013148468,0
sbt_3174,25.202782731310023,163.8,15.386314243779012,5.826692650227173,0
rbt_609688,10.924595425373017,76.65,14.252570678895,5.29126880293328,0
rbt_1638954,8.580016008297703,61.95,13.849904775298954,6.510606327595766,0
rbt_1607265,12.062787145843117,90.3,13.358568267821836,6.288573445063055,0
rbt_606139,9.251505888617423,76.65,12.069805464601986,4.38124289765195,0
sbt_9361,25.861207151606877,216.3,11.956175289693425,5.634742519053348,0
rbt_623004,7.073149798860895,61.95,11.417513799614035,4.567124562292819,0
rbt_606121,6.9664190301924025,61.95,11.245228458744798,5.28382442361245,0
sbt_11363,17.69305408581543,163.8,10.80162032101064,4.111229137096372,0
rbt_1605991,6.667471265451139,61.95,10.76266548095422,5.060733598000186,0
rbt_1607280,6.614264973827441,61.95,10.676779618769073,5.01816028223059,0
sbt_34393,13.299134078353942,128.1,10.381837688020253,6.825748165472874,0
rbt_606114,9.035747757024627,90.3,10.006365179429267,4.703809098040961,0
rbt_627337,8.796987389465638,90.3,9.741957241933154,4.581681344805694,0
smt_24512,15.89826411375418,163.8,9.705899947346875,9.54730578276053,0
smt_19115,15.898211378874132,163.8,9.70586775267041,9.54727481352377,0
smt_29473,15.896741335455978,163.8,9.704970290266164,9.546411492000155,0
smt_29474,15.894871604306767,163.8,9.7038288182581,9.545313449449997,0
smt_6092,15.893004452707123,163.8,9.702688921066619,9.544216928627167,0
smt_19063,15.891338037806914,163.8,9.701671573752694,9.543238300048559,0
smt_6227,15.889416322380706,163.8,9.700498365311786,9.542109748911455,0
smt_6144,15.887479393623291,163.8,9.699315869122888,9.540972270859239,0
smt_6176,15.885476736366988,163.8,9.69809324564529,9.539796200860057,0
smt_6719,15.883589590892031,163.8,9.696941142180727,9.538687972845892,0
smt_6062,15.88157109141492,163.8,9.695708847017654,9.537502614730348,0
smt_6066,15.879782417910805,163.8,9.694616860751406,9.53645222790492,0
smt_19014,15.878164019581176,163.8,9.693628827583135,9.535501839430767,0
smt_19011,15.876228955392238,163.8,9.69244746971443,9.534365498687196,0
smt_29475,15.874275816514714,163.8,9.69125507723731,9.533218551186206,0
smt_6594,15.872573546366128,163.8,9.69021584027236,9.532218928068565,0
smt_29476,15.870600550238917,163.8,9.689011324932183,9.531060333704382,0
smt_19061,15.868645738668553,163.8,9.687817911275062,9.529912425221742,0
smt_6474,15.86704627756268,163.8,9.686841439293454,9.528973191810742,0
smt_37840,15.8654104696446,163.8,9.685842777560804,9.52801262003099,0
smt_13371,15.723194016913265,163.8,9.599019546345094,9.37787352816612,0
smt_21221,15.721444199717027,163.8,9.597951281878526,9.37681012952415,0
smt_13441,15.71971279776621,163.8,9.59689425993053,9.375757923403757,0
smt_857,15.718529861237933,163.8,9.596172076457833,9.3750390309185,0
