mvViolationPct,lvViolationPct,overloadedLines,overloadedTransformers,maxLineLoadingPct,maxTransformerLoadingPct,totalEnergyKWh,totalLossesKWh,lossesPct
0.0,38.64902506963788,0,0,76.12335309837114,86.13722702899183,13104.088188272048,609.7157721156316,4.652866825646957
