energia_fornecida_mwh_mes;energia_perdas_mwh_mes;percentual_perdas_pct;faturamento_mensal_usd;custo_perdas_mensal_usd;compensacao_prodist_mensal_usd;resultado_operacional_mensal_usd
360.9337482509173;13.72163360281222;3.8017042377741537;54140.06223763759;480.2571760984277;217448.21839942367;-163788.4133378845
