bus;reduction
818921;-3.9122548896984526
818831;-3.917805769356999
818421;-3.941331479789344
818311;-3.9484912097339233
817861;-3.984331113656115
71581;-3.990313347624248
817771;-3.990623865385917
817651;-4.000118729184361
641791;-4.036590321495385
817141;-4.037293307038276
815491;-4.056734665609216
11371;-4.0868960897177935
780401;-4.183942520919565
807731;-4.225415958749373
824561;-4.249774484093184
46741;-4.263288563703139
9061;-4.279934959920862
60341;-4.28409215994531
6fr521;-4.286031260673276
63681;-4.295065910560179
822661;-4.303215702629068
43121;-4.306100684315329
801161;-4.317983918319509
553901;-4.3263216810791185
30521;-4.342180275105012
26911;-4.351228540453189
33471;-4.354868288819894
809361;-4.357619680672613
37981;-4.361876130173172
349341;-4.37320699049425
mrt_9071trf_6_1870a;-4.373420072807974
62271;-4.3825309430118935
62921;-4.3939296173969495
44751;-4.396544495030039
61121;-4.397165379675279
7771;-4.399531035934654
44611;-4.406070321629354
151341;-4.410661883708336
824471;-4.4125004419613525
44831;-4.4193915726742645
824541;-4.420013652633571
614991;-4.427012092787237
561911;-4.428231541430598
29591;-4.432536899038983
820641;-4.441235487544596
37431;-4.441576677680747
820671;-4.442590304255692
mrt_29681trf_6_1238a;-4.44358122306485
64631;-4.443828863537227
822631;-4.452605431309969
625421;-4.452893196239774
133861;-4.458413119025515
50011;-4.460343276475971
311991;-4.462239780917983
801401;-4.472410685724789
331961;-4.474918439722931
331981;-4.47627880717377
mrt_44641trf_6_4489a;-4.478413810993821
134571;-4.487696205532753
50181;-4.4937353882007045
44641;-4.501701246640483
801281;-4.503914568724841
6cf1829;-4.50572255224694
7231;-4.509183674486472
63771;-4.513477123723444
44691;-4.515132374403109
800621;-4.517750463757363
44741;-4.528098462854256
28561;-4.5371195659505865
10861;-4.539136050245318
271;-4.543552545385602
553701;-4.547892194049428
56921;-4.553643510929014
800491;-4.553765775736011
74701;-4.5568230767638624
72851;-4.560188803849286
69231;-4.560268704576451
74951;-4.560360715232381
28641;-4.562906724538589
6fr180;-4.56317314393813
mrt_331951trf_6_1960a;-4.5659963212501395
37591;-4.570051951265388
48831;-4.570764855067164
151291;-4.576210786916608
815001;-4.587828912709046
818941;-4.589984956104367
801471;-4.59000637701557
801181;-4.5912712170715295
60991;-4.591668041259382
151221;-4.594619250352931
28741;-4.59656258623227
18081;-4.599676564863191
61261;-4.601797040689661
800732;-4.606144120541309
801421;-4.607091245979522
801301;-4.610050869245779
800631;-4.611140828791061
820621;-4.611752258419109
818521;-4.6134571173145
800501;-4.614351173465302
824501;-4.614476576040996
818441;-4.618371292301255
28621;-4.619684468207744
800712;-4.620417828801401
818331;-4.625325029971815
74771;-4.638021960255028
302181;-4.650638971156614
797071;-4.655183982555624
815091;-4.657876621219739
818701;-4.65805884935952
817881;-4.660093395095423
818621;-4.661845993725063
817791;-4.665959499301149
251;-4.669264549590899
11cs1947;-4.690221944719539
13971;-4.6952734484817
818081;-4.698095038604016
817261;-4.704531135780012
817971;-4.707735788980248
817161;-4.712019405844259
121;-4.722150207149095
815511;-4.730942546434317
817521;-4.743057086102706
71721;-4.749690344673262
817341;-4.755048765272576
817251;-4.761633976653858
815601;-4.78179018473875
72071;-4.785790768954982
790041;-4.7901247751785085
18511;-4.799467003498716
62181;-4.829119671527398
62201;-4.831512633363747
8961;-4.842651690011866
481451;-4.855592072434547
9051;-4.866305611268547
44341;-4.874166710355137
37651;-4.899489144017476
37702;-4.906299653383385
71811;-4.920056360733653
132211;-4.92877354502469
68171;-4.937359814718338
30811;-4.970216331745345
71921;-5.0028197348920145
7991;-5.021264823027387
7881;-5.026886612053133
7821;-5.034803725975113
801501;-5.03764681531964
9071;-5.047374223525864
71801;-5.0628313287257996
6cf1831;-5.064271686202726
824391;-5.068870709275366
278741;-5.073028465333692
349331;-5.076424361286907
51341;-5.07712185670043
43111;-5.080578092749516
46711;-5.08364214445805
824651;-5.091762669236196
355141;-5.099190993908689
215271;-5.109567841993577
4291;-5.121798173619894
800921;-5.127216721702137
822461;-5.134121722496371
581111;-5.135459160394348
68151;-5.142585988436043
800821;-5.161053802252624
51371;-5.162573779245388
6cf654;-5.163418292950734
331921;-5.174240019579589
30601;-5.174459676036204
mrt_722851trf_11_4785a;-5.175696141295809
331971;-5.178695705954183
809461;-5.186558502550696
133931;-5.190136202363323
7241;-5.1993557335512754
23121;-5.211958486013987
801381;-5.217093072437937
151311;-5.229689010886496
37781;-5.231295183005496
151251;-5.248106546589796
mrt_561911trf_6_3563a;-5.261101907854098
29681;-5.262040314852296
mrt_625421trf_6_3634a;-5.2627265437620885
61131;-5.267039700764315
10871;-5.274478633090332
820531;-5.2933660222733465
6fr125;-5.293662371550912
761691;-5.299658049930759
46611;-5.306458724122848
806251;-5.312289004850154
553831;-5.320085673990381
mrt_574241trf_16_3328a;-5.329255728668258
275521;-5.333513163909867
10301;-5.3406985556990065
13961;-5.3464695160187325
155721;-5.352794307055596
331881;-5.367167156945573
331951;-5.3756436217894645
61451;-5.430701525004142
17951;-5.437292402252755
790081;-5.439153818491494
