mvViolationPct,lvViolationPct,overloadedLines,overloadedTransformers,maxLineLoadingPct,maxTransformerLoadingPct,totalEnergyKWh,totalLossesKWh,lossesPct
0.0,38.62000928505107,0,0,74.52432175500367,97.11318167479668,14756.596230263123,636.9648110073947,4.3164751618065855
