transformer,ratedKva,maxApparentPowerKva,maxLoadingPct,meanLoadingPct,overloadHours
trf_6_4910a,30.0,29.133954502439007,97.11318167479668,46.18852955746426,0
trf_11_305a,75.0,62.64771381240795,83.5302850832106,28.749136954529728,0
trf_6_1139a,15.0,11.097386026652444,73.98257351101628,27.712332648520086,0
trf_6_3509a,5.0,3.0763644017463947,61.52728803492789,29.2874706858065,0
trf_6_1146a,10.0,5.998529359064046,59.98529359064046,25.047637621641485,0
trf_6_6273a,30.0,16.50525242938877,55.01750809796256,20.194216966772427,0
trf_6_4489a,25.0,13.535141507378473,54.14056602951389,23.3406132383508,0
trf_11_4955a,15.0,7.095601587860318,47.304010585735455,22.576735440148045,0
trf_6_1541a,15.0,6.808834587128145,45.3922305808543,17.207825007195087,0
trf_34_5029a,10.0,4.02281886799309,40.2281886799309,15.11887511172609,0
trf_16_2195a,15.0,6.027890322005711,40.185935480038076,19.16672304854449,0
trf_6_6249a,30.0,11.798115404488273,39.32705134829425,15.598956143974247,0
trf_16_3996a,15.0,5.609760365695183,37.39840243796789,17.820025470550686,0
trf_6_3256a,15.0,5.177849983208137,34.51899988805425,16.523587272373202,0
trf_6_3013a,5.0,1.7222202519079626,34.444405038159246,16.50186959887721,0
trf_6_1138a,10.0,3.4295871384052736,34.29587138405274,18.40782438545229,0
trf_16_6082a,15.0,4.987311328190765,33.24874218793844,12.099273332286685,0
trf_11_131a,10.0,3.0237447241888145,30.237447241888145,14.531231552028453,0
trf_6_6153a,30.0,8.417891173293999,28.05963724431333,15.857381312701646,0
trf_16_1143a,30.0,8.31674050427785,27.722468347592837,15.334101486060888,0
trf_16_5055a,10.0,2.6216593467265086,26.216593467265085,12.546420150914363,0
trf_11_3987a,5.0,1.2281529896458603,24.56305979291721,11.880911550880183,0
trf_6_1019a,25.0,5.773411100805957,23.093644403223824,13.197077389270705,0
trf_6_5595a,30.0,6.848909575937311,22.829698586457702,8.516557997158117,0
trf_6_127a,15.0,3.3957649155013105,22.638432770008738,10.910202650487408,0
trf_6_3434a,5.0,1.1316645367470477,22.633290734940953,10.978450447191783,0
trf_6_729a,15.0,3.361430371986493,22.409535813243288,10.80355932563774,0
trf_16_2139a,25.0,5.309938350332862,21.23975340133145,10.184825777712073,0
trf_6_1350a,45.0,8.905204628596817,19.789343619104038,7.227169280982228,0
trf_34_1581a,10.0,1.945113241662685,19.45113241662685,9.406223312573472,0
trf_6_4249a,25.0,4.64969366199798,18.59877464799192,7.449401737345007,0
trf_6_1030a,10.0,1.8465055042616587,18.465055042616587,8.92983269612233,0
trf_6_3563a,10.0,1.794065471322253,17.940654713222532,8.675299536205403,0
trf_16_2916a,10.0,1.7752706548074715,17.752706548074716,8.565889187528253,0
trf_6_3820a,15.0,2.559431840906533,17.062878939376887,8.257033409660274,0
trf_6_3538a,10.0,1.7042871835842812,17.04287183584281,8.283548693568967,0
trf_34_1018a,5.0,0.8271235398204054,16.542470796408107,8.110145330412594,0
trf_6_6158a,45.0,7.099117072114488,15.775815715809975,7.654483343150614,0
trf_6_2860a,10.0,1.5658677735397077,15.658677735397077,7.592108617284814,0
trf_16_3221a,25.0,3.8543691683536956,15.417476673414782,7.416900025914132,0
trf_16_5474a,10.0,1.5295482395175308,15.295482395175307,7.410599509844226,0
trf_16_3130a,30.0,4.447523940416174,14.825079801387245,7.2195811889847965,0
trf_6_2090a,15.0,2.2203922716885844,14.802615144590563,7.222888003780112,0
trf_6_3634a,10.0,1.4614042526490933,14.614042526490934,7.101032656547022,0
trf_6_6197a,75.0,10.773997009312748,14.36532934575033,6.930998788181443,0
trf_16_1301a,10.0,1.4336460769897061,14.336460769897062,7.001483790224294,0
