voltageLevel,minVoltagePu,meanVoltagePu,maxVoltagePu,maxViolationPu,violationCount,violationPct
MV,0.9797506164386545,0.9916626625557512,0.9993067659425506,0.0,0,0.0
LV,0.0,0.5957103634415949,1.0848155685327006,0.95,6919,40.15204271123491
