mvViolationPct,lvViolationPct,overloadedLines,overloadedTransformers,maxLineLoadingPct,maxTransformerLoadingPct,totalEnergyKWh,totalLossesKWh,lossesPct
0.0,38.492339832869085,0,0,73.6158731623618,90.57817704995314,13963.784710415435,1334.3415921455723,9.555730196486785
