hour,totalDeltaActiveEnergyKWh,totalDeltaReactiveEnergyKvarh,totalDeltaActiveLossesKWh,totalDeltaReactiveLossesKvarh
0,404.5209909284595,50.560521980489206,21.377746048733925,-109.37743876777115
1,389.5249148003581,44.07352520070176,21.243241492090476,-109.60039843544988
2,379.67530720377357,39.78654233832136,21.152447340356254,-109.77184936713374
3,376.41208969357876,38.2979373860434,21.11010711310432,-109.89878646613373
4,376.3223983965943,38.27061525069855,21.112326907933753,-109.88726534841392
5,556.2296226634011,116.73450374314025,23.191707059966554,-106.25536234424307
6,703.0345868311254,183.0395789979384,26.42858715181718,-99.82557710490025
7,956.594105288213,291.1900840115889,31.238472197651195,-94.71241312941495
8,1102.2340791345484,350.5168683243922,34.843468874727,-93.37952874215598
9,1045.3251407981497,326.07939002910695,34.7857236578539,-93.78179379026223
10,905.8351663129642,269.2574487384606,34.58039644542481,-92.79843860285398
11,933.5451002997817,282.2125370449569,36.411862752427,-90.34469855206174
12,835.2042497146978,241.2064617070788,34.73165916179844,-91.67022916344233
13,882.3718741936292,261.28829757892515,35.89060798476638,-90.46132391843544
14,737.3488791860195,199.7757192660411,32.86901422665009,-93.56839168276106
15,670.9227724671434,170.99632457502508,31.1399998429455,-95.65459737284786
16,691.8904725556106,177.26139263853187,28.81571491187142,-99.1610168265854
17,815.5924376944466,229.29675274091656,28.616608931497478,-98.90419749259053
18,890.6719108570439,263.9488151905067,29.861357813438374,-95.56668451704692
19,747.0050578141256,200.68805018360447,26.56492164958239,-100.70138585773323
20,576.4702140701615,125.6386656930918,23.49830212913174,-105.71733203514837
21,483.65645887720285,84.96482599956894,22.21734706196451,-107.94047820102823
22,477.67481071185756,82.20213999200995,22.111567381316515,-108.22420284886535
23,457.72436436801206,73.54985252053,21.891292731195875,-108.57717270167898
