mvViolationPct,lvViolationPct,overloadedLines,overloadedTransformers,maxLineLoadingPct,maxTransformerLoadingPct,totalEnergyKWh,totalLossesKWh,lossesPct
0.0,38.62000928505107,0,1,74.57086578789603,105.67597206497659,16395.787004860897,665.6844808682449,4.0600947101282046
