voltageLevel,minVoltagePu,meanVoltagePu,maxVoltagePu,maxViolationPu,violationCount,violationPct
MV,0.9777633188766063,0.9907762330691946,0.9992254229401117,0.0,0,0.0
LV,0.0,0.5949253026140197,1.0835396211210533,0.9499999999999875,6655,38.62000928505107
