hour,totalDeltaActiveEnergyKWh,totalDeltaReactiveEnergyKvarh,totalDeltaActiveLossesKWh,totalDeltaReactiveLossesKvarh
0,404.513182236666,50.55307921718049,21.40846841785985,-109.35316664441744
1,389.51768659757124,44.0675230134419,21.271516297821442,-109.5770891885079
2,379.66842829799003,39.78141963408398,21.17938383115873,-109.74908311404467
3,376.40555212514533,38.293064719231445,21.13717806267337,-109.87595742438337
4,376.3158244325716,38.2657545715509,21.13930219714751,-109.86447776569555
5,556.21652663968,116.70819402887147,23.25002426690903,-106.22213754452319
6,703.0044572108885,182.9826258186469,26.5137059527467,-99.78581725694518
7,956.547194280832,291.04985425332745,31.42963002416419,-94.65201252143564
8,1102.1853560639668,350.29830793823453,35.1456036148398,-93.30197659805619
9,1045.2582067164956,325.85450136744,35.07556817524225,-93.70556806443697
10,905.7438636841351,269.05373002428985,34.81246229755372,-92.7295444714716
11,933.4430598622754,281.9865732765619,36.6635505720071,-90.27235270597662
12,835.1032448036262,241.01700919415683,34.93202697630688,-91.60572659464077
13,882.2672396974247,261.0781985244334,36.11613653231259,-90.39270679027707
14,737.2558105676646,199.6228542169097,33.02496273514217,-93.511632907765
15,670.838509165531,170.87012162551244,31.266149655961424,-95.60381032489302
16,691.8188792103431,177.14839644980984,28.936404572162996,-99.11223487656687
17,815.5340414210474,229.17894058457014,28.760065219105957,-98.85200499262626
18,890.6357281528911,263.8426993851411,30.015390401464536,-95.51267700510223
19,746.9845176094819,200.6264480332509,26.671329587184022,-100.656499812247
20,576.4562351802724,125.60927385660682,23.560720513643265,-105.68297387689537
21,483.6461734687828,84.94851965003294,22.26162730359135,-107.9114559062948
22,477.66523616016383,82.18641569008416,22.15591975155488,-108.19514109243363
23,457.71538315877234,73.53658249947964,21.9318100571133,-108.54937212391258
