voltageLevel,minVoltagePu,meanVoltagePu,maxVoltagePu,maxViolationPu,violationCount,violationPct
MV,0.977447278048773,0.990599065191174,0.9992254319750452,0.0,0,0.0
LV,0.0,0.5948184723908482,1.0833421745213856,0.9499999999999874,6654,38.6142061281337
