mvViolationPct,lvViolationPct,overloadedLines,overloadedTransformers,maxLineLoadingPct,maxTransformerLoadingPct,totalEnergyKWh,totalLossesKWh,lossesPct
0.0,38.6142061281337,0,1,74.58528717837142,105.65025805151996,16394.740469738026,668.658940561824,4.078496648337054
