hour,transformer,apparentPowerKva,ratedKva,loadingPct,isOverloaded
0,trf_6_1030a,0.5284278310423308,10.0,5.284278310423309,0
0,trf_6_878a,0.10508072301464638,10.0,1.050807230146464,0
0,trf_16_1585a,0.16004080068341706,15.0,1.0669386712227802,0
0,trf_16_3545a,0.044949181742709565,10.0,0.4494918174270957,0
0,trf_16_1143a,2.2652122045770575,30.0,7.550707348590191,0
0,trf_16_6460a,0.7286506228860268,25.0,2.914602491544107,0
0,trf_6_725a,0.049595597970465595,10.0,0.495955979704656,0
0,trf_6_3820a,0.7302418510587998,15.0,4.868279007058665,0
0,trf_6_3538a,0.49025023509866883,10.0,4.902502350986689,0
0,trf_6_4910a,7.960596694036897,30.0,26.535322313456323,0
0,trf_6_1870a,0.24206235000753568,15.0,1.613749000050238,0
0,trf_6_127a,0.9571407897759717,15.0,6.380938598506478,0
0,trf_6_1541a,0.6567415792968184,15.0,4.378277195312123,0
0,trf_6_1503a,0.2803713987116228,10.0,2.803713987116228,0
0,trf_6_6272a,0.22154975167817412,15.0,1.4769983445211607,0
0,trf_6_128a,0.3619553966337089,15.0,2.413035977558059,0
0,trf_6_1260a,0.04459771373122184,10.0,0.4459771373122184,0
0,trf_6_1350a,0.7215120848419385,45.0,1.6033601885376414,0
0,trf_6_808a,0.5610929540932534,15.0,3.740619693955023,0
0,trf_6_1475a,0.7872150979006167,15.0,5.248100652670778,0
0,trf_6_1138a,0.8853947683192394,10.0,8.853947683192393,0
0,trf_6_1146a,0.8527942136708343,10.0,8.527942136708344,0
0,trf_16_2916a,0.5031737383046472,10.0,5.031737383046472,0
0,trf_16_1140a,0.04491174917828945,10.0,0.4491174917828945,0
0,trf_16_5474a,0.437746717152353,10.0,4.37746717152353,0
0,trf_16_3548a,0.8112680634425242,10.0,8.112680634425242,0
0,trf_16_1141a,0.5321370601438528,15.0,3.5475804009590184,0
0,trf_6_810a,0.9190286229927654,30.0,3.063428743309218,0
0,trf_16_300a,0.4501423274528589,15.0,3.0009488496857264,0
0,trf_16_3130a,1.2890570594177289,30.0,4.296856864725763,0
0,trf_11_4955a,1.9552228414760506,15.0,13.03481894317367,0
0,trf_11_131a,0.8484878634358625,10.0,8.484878634358624,0
0,trf_6_1048a,0.21833366049143538,15.0,1.4555577366095693,0
0,trf_6_129a,0.4082066355320103,10.0,4.082066355320103,0
0,trf_34_1018a,0.24305028085118605,5.0,4.861005617023721,0
0,trf_16_5730a,0.35216262867741654,25.0,1.4086505147096662,0
0,trf_16_1144a,0.562599922754931,15.0,3.75066615169954,0
0,trf_6_6273a,1.332575762175056,30.0,4.441919207250186,0
0,trf_6_1238a,0.5696940671620463,15.0,3.7979604477469753,0
0,trf_6_731a,0.21148330637186535,15.0,1.409888709145769,0
0,trf_6_732a,0.8076060935682432,30.0,2.692020311894144,0
0,trf_16_6082a,0.38393938439467445,15.0,2.5595958959644967,0
0,trf_16_537a,0.2081917862822844,5.0,4.163835725645688,0
0,trf_16_3996a,1.5448655904508695,15.0,10.29910393633913,0
0,trf_16_1095a,0.41104451817221477,15.0,2.740296787814765,0
0,trf_6_730a,0.2893203359389782,15.0,1.928802239593188,0
0,trf_34_1649a,0.1392931034386265,5.0,2.7858620687725297,0
0,trf_34_5029a,0.3696330362802835,10.0,3.696330362802835,0
0,trf_34_1581a,0.5535329899432819,10.0,5.535329899432819,0
0,trf_11_132a,0.35135709742595866,10.0,3.5135709742595864,0
0,trf_16_3221a,1.0865505905904196,25.0,4.346202362361678,0
0,trf_16_504a,0.9497438153060132,15.0,6.331625435373422,0
0,trf_6_735a,0.1741901425651337,10.0,1.7419014256513372,0
0,trf_6_4489a,2.1589982847267097,25.0,8.635993138906839,0
0,trf_6_729a,0.9543972933647004,15.0,6.362648622431336,0
0,trf_16_299a,1.357785845839307,45.0,3.0173018796429045,0
0,trf_16_1301a,0.41849749460579055,10.0,4.184974946057905,0
0,trf_16_2139a,1.4817590779866485,25.0,5.927036311946595,0
0,trf_16_6081a,0.17029427233901803,10.0,1.7029427233901804,0
0,trf_6_1019a,1.806914852962611,25.0,7.227659411850443,0
0,trf_11_2597a,0.4144291413502827,10.0,4.144291413502827,0
0,trf_11_130a,0.3628883608723739,15.0,2.4192557391491594,0
0,trf_6_4704a,1.1438690299194156,10.0,11.438690299194157,0
0,trf_6_733a,0.04987951340840225,10.0,0.49879513408402254,0
0,trf_11_305a,0.9335588798099288,75.0,1.244745173079905,0
0,trf_16_539a,0.04958285941884236,10.0,0.49582859418842357,0
0,trf_6_1151a,0.6250725794140779,30.0,2.083575264713593,0
0,trf_6_4764a,0.2682286077688395,75.0,0.357638143691786,0
0,trf_6_4765a,0.4470310259427061,150.0,0.2980206839618041,0
0,trf_16_538a,0.4766578688131476,30.0,1.588859562710492,0
0,trf_11_133a,0.04943071080527269,10.0,0.49430710805272693,0
0,trf_6_723a,0.5646840940823985,15.0,3.76456062721599,0
0,trf_6_722a,0.19035157143399184,15.0,1.2690104762266121,0
0,trf_6_726a,0.07933868056794323,15.0,0.5289245371196215,0
0,trf_6_737a,0.5331202339429381,15.0,3.5541348929529204,0
0,trf_6_728a,0.9812652002906115,30.0,3.2708840009687052,0
0,trf_6_125a,0.048879285897513516,10.0,0.48879285897513514,0
0,trf_6_3011a,0.21748178539909094,10.0,2.1748178539909095,0
0,trf_6_3819a,1.2328887427492907,30.0,4.109629142497636,0
0,trf_6_1344a,0.14947088003673445,10.0,1.4947088003673445,0
0,trf_6_122a,0.08488141212714924,10.0,0.8488141212714924,0
0,trf_6_1212a,0.46185873905151326,25.0,1.847434956206053,0
0,trf_6_1213a,0.17035039439353383,10.0,1.7035039439353383,0
0,trf_6_1139a,0.9610622999600011,15.0,6.40708199973334,0
0,trf_6_1145a,0.3076753857189763,10.0,3.076753857189763,0
0,trf_16_302a,0.12169995687645642,10.0,1.2169995687645643,0
0,trf_16_301a,0.42417509107850104,25.0,1.696700364314004,0
0,trf_6_124a,1.5895897825030614,45.0,3.532421738895692,0
0,trf_16_6318a,1.1390821967757485,45.0,2.5312937706127743,0
0,trf_16_303a,0.48457269315037715,15.0,3.2304846210025144,0
0,trf_6_1256a,0.1772559103119905,10.0,1.7725591031199053,0
0,trf_6_2090a,0.6488201624592701,15.0,4.325467749728467,0
0,trf_6_1445a,0.3013519561721323,10.0,3.013519561721323,0
0,trf_6_4766a,0.3677389883924685,112.5,0.3268791007933053,0
0,trf_16_3549a,0.0,0.0,0.0,0
0,trf_11_4675a,0.4450854466992925,150.0,0.29672363113286165,0
0,trf_16_4173a,0.2119071864359772,10.0,2.119071864359772,0
0,trf_6_4662a,0.7287678157072179,300.0,0.2429226052357393,0
0,trf_6_2860a,0.4502884133201815,10.0,4.502884133201815,0
0,trf_6_1178a,0.3686083729356807,15.0,2.4573891529045384,0
0,trf_6_4249a,0.5899455155043131,25.0,2.3597820620172523,0
0,trf_6_2887a,0.33234571018578135,10.0,3.3234571018578136,0
0,trf_6_2064a,0.14262277563158027,5.0,2.852455512631605,0
0,trf_6_4161a,0.14333765315876146,10.0,1.4333765315876146,0
0,trf_6_1960a,0.27471844951223995,10.0,2.7471844951224,0
0,trf_6_6394a,0.516641291506422,25.0,2.066565166025688,0
0,trf_6_3613a,0.1313814231770915,10.0,1.313814231770915,0
0,trf_6_738a,0.0347709644786168,5.0,0.695419289572336,0
0,trf_16_2195a,1.6606482998519778,15.0,11.070988665679852,0
0,trf_16_4674a,0.6182064967655648,225.0,0.2747584430069177,0
0,trf_6_2417a,0.33432684846605454,10.0,3.3432684846605456,0
0,trf_16_4687a,0.26957624959259224,75.0,0.35943499945678964,0
0,trf_16_2428a,0.188050013927057,5.0,3.7610002785411405,0
0,trf_16_2658a,0.20176324333616755,15.0,1.3450882889077838,0
0,trf_6_1177a,2.3169092901153765,75.0,3.089212386820502,0
0,trf_6_4661a,0.4471584737665476,150.0,0.2981056491776984,0
0,trf_6_3019a,0.22457622144638958,10.0,2.2457622144638956,0
0,trf_6_3013a,0.48019924012185344,5.0,9.603984802437068,0
0,trf_16_3364a,0.3118794441888469,15.0,2.079196294592313,0
0,trf_6_3563a,0.5112916391574386,10.0,5.112916391574386,0
0,trf_16_3328a,0.20036518491993896,10.0,2.0036518491993895,0
0,trf_6_3721a,0.02977173879357363,5.0,0.5954347758714726,0
0,trf_6_3434a,0.3248430271065685,5.0,6.49686054213137,0
0,trf_6_3010a,0.09972354933673468,10.0,0.9972354933673468,0
0,trf_6_3509a,0.8445448580394214,5.0,16.890897160788427,0
0,trf_16_6165a,0.0,0.0,0.0,0
0,trf_6_3142a,0.15912902345601976,10.0,1.5912902345601976,0
0,trf_16_3908a,0.0,0.0,0.0,0
0,trf_6_3604a,0.07335358339420461,10.0,0.7335358339420461,0
0,trf_6_3012a,0.13100436733118967,10.0,1.3100436733118968,0
0,trf_6_3507a,0.20824428465544134,10.0,2.0824428465544136,0
0,trf_34_5142a,0.1403878768331199,10.0,1.4038787683311988,0
0,trf_6_3508a,0.04468734211471415,10.0,0.4468734211471415,0
0,trf_6_3634a,0.4215084423557642,10.0,4.2150844235576415,0
0,trf_6_3224a,0.12447038738474946,5.0,2.4894077476949894,0
0,trf_16_3904a,0.3213939847369651,10.0,3.2139398473696508,0
0,trf_11_3987a,0.3504322786778439,5.0,7.008645573556878,0
0,trf_16_3997a,0.553338541901956,30.0,1.8444618063398532,0
0,trf_6_3817a,0.11025518392757237,5.0,2.2051036785514473,0
0,trf_6_3818a,0.3698076705614172,10.0,3.6980767056141723,0
0,trf_16_1142a,1.0899900140778371,45.0,2.4222000312840826,0
0,trf_34_5260a,0.31853769100523815,10.0,3.1853769100523817,0
0,trf_6_5725a,0.7294935690904969,300.0,0.2431645230301656,0
0,trf_6_5472a,0.37867955051003277,15.0,2.524530336733552,0
0,trf_6_4925a,0.3677943437153372,112.5,0.32692830552474417,0
0,trf_6_3256a,1.4371282440002113,15.0,9.580854960001409,0
0,trf_6_4998a,0.3671584540477664,112.5,0.32636307026468125,0
0,trf_16_5055a,0.7278224379521843,10.0,7.278224379521842,0
0,trf_6_724a,0.5356415274992803,30.0,1.7854717583309343,0
0,trf_11_4785a,0.1894113021827479,10.0,1.8941130218274789,0
0,trf_16_5003a,0.0728461326401845,15.0,0.48564088426789664,0
0,trf_6_5157a,0.7289839088996276,300.0,0.24299463629987586,0
0,trf_6_5085a,0.9246728417785447,30.0,3.082242805928482,0
0,trf_6_5595a,0.6245717394707494,30.0,2.0819057982358316,0
0,trf_11_5652a,0.05938019107499744,15.0,0.3958679404999829,0
0,trf_16_5666a,0.09524947660269804,10.0,0.9524947660269805,0
0,trf_6_5711a,0.47740109054427426,30.0,1.5913369684809142,0
0,trf_6_5712a,1.0528800697517222,30.0,3.5096002325057407,0
0,trf_6_5659a,0.29135459575669564,30.0,0.9711819858556522,0
0,trf_6_1262a,0.34735585192679064,10.0,3.473558519267906,0
0,trf_16_6019a,0.05451261197636917,10.0,0.5451261197636917,0
0,trf_16_6122a,0.04496965343350883,10.0,0.4496965343350883,0
0,trf_6_6158a,2.036521388132961,45.0,4.525603084739913,0
0,trf_6_6197a,3.067657994218455,75.0,4.090210658957941,0
0,trf_6_6153a,4.038223756704506,30.0,13.460745855681687,0
0,trf_6_1504a,0.38680407997294647,30.0,1.2893469332431549,0
0,trf_6_6249a,1.4023781418569365,30.0,4.6745938061897885,0
0,trf_16_6312a,0.3549085373120013,30.0,1.1830284577066708,0
0,trf_6_6386a,0.4467462572237159,150.0,0.29783083814914396,0
0,trf_6_4627a,0.3677488000931638,112.5,0.32688782230503444,0
0,trf_11_6443a,0.4450836017391626,150.0,0.2967224011594417,0
0,trf_12_6577a,0.13848310913982878,30.0,0.46161036379942927,0
0,trf_12_6578a,0.18299778305920425,45.0,0.40666174013156503,0
0,trf_11_6482a,0.18298433928268282,45.0,0.4066318650726285,0
0,trf_6_1647a,0.2069657598893765,10.0,2.069657598893765,0
0,trf_6_6496a,0.3670328355383334,112.5,0.32625140936740743,0
0,trf_6_727a,1.2407196672001615,30.0,4.135732224000538,0
1,trf_6_1030a,0.5085309409538782,10.0,5.085309409538782,0
1,trf_6_878a,0.10255563056604955,10.0,1.0255563056604955,0
1,trf_16_1585a,0.156672371380669,15.0,1.0444824758711266,0
1,trf_16_3545a,0.044951632656637916,10.0,0.44951632656637913,0
1,trf_16_1143a,2.176652028778539,30.0,7.25550676259513,0
1,trf_16_6460a,0.7015281033865712,25.0,2.806112413546285,0
1,trf_6_725a,0.04961590030244307,10.0,0.49615900302443067,0
1,trf_6_3820a,0.7024608708805133,15.0,4.683072472536756,0
1,trf_6_3538a,0.47179575250521477,10.0,4.717957525052148,0
1,trf_6_4910a,7.63830914979151,30.0,25.461030499305032,0
1,trf_6_1870a,0.23444510458412218,15.0,1.562967363894148,0
1,trf_6_127a,0.9200360020508397,15.0,6.133573347005598,0
1,trf_6_1541a,0.6327736011186822,15.0,4.218490674124548,0
1,trf_6_1503a,0.27053837854099094,10.0,2.7053837854099094,0
1,trf_6_6272a,0.21479072867066534,15.0,1.4319381911377689,0
1,trf_6_128a,0.3493911555860838,15.0,2.329274370573892,0
1,trf_6_1260a,0.044617658253997224,10.0,0.4461765825399723,0
1,trf_6_1350a,0.6990105201402268,45.0,1.5533567114227262,0
1,trf_6_808a,0.5410249929125253,15.0,3.6068332860835017,0
1,trf_6_1475a,0.7545318306736803,15.0,5.030212204491202,0
1,trf_6_1138a,0.8504833156953536,10.0,8.504833156953536,0
1,trf_6_1146a,0.8192148359314818,10.0,8.192148359314817,0
1,trf_16_2916a,0.48404598708674057,10.0,4.840459870867406,0
1,trf_16_1140a,0.04491614514923855,10.0,0.4491614514923855,0
1,trf_16_5474a,0.42133473715894004,10.0,4.213347371589401,0
1,trf_16_3548a,0.7756615206330751,10.0,7.756615206330752,0
1,trf_16_1141a,0.5123739995069939,15.0,3.4158266633799594,0
1,trf_6_810a,0.8865166715692258,30.0,2.955055571897419,0
1,trf_16_300a,0.4339093773924759,15.0,2.892729182616506,0
1,trf_16_3130a,1.2412734631572813,30.0,4.137578210524271,0
1,trf_11_4955a,1.8770146041838416,15.0,12.513430694558943,0
1,trf_11_131a,0.8154466946451757,10.0,8.154466946451757,0
1,trf_6_1048a,0.2125134660013914,15.0,1.416756440009276,0
1,trf_6_129a,0.39314697501288387,10.0,3.9314697501288385,0
1,trf_34_1018a,0.2341953009337515,5.0,4.68390601867503,0
1,trf_16_5730a,0.34076694139992214,25.0,1.3630677655996886,0
1,trf_16_1144a,0.5416059570646016,15.0,3.610706380430677,0
1,trf_6_6273a,1.2829416894582628,30.0,4.276472298194209,0
1,trf_6_1238a,0.5484887250232521,15.0,3.656591500155014,0
1,trf_6_731a,0.20594731758822324,15.0,1.3729821172548216,0
1,trf_6_732a,0.7796997529071538,30.0,2.5989991763571796,0
1,trf_16_6082a,0.3704301335771373,15.0,2.4695342238475817,0
1,trf_16_537a,0.2009586230203975,5.0,4.019172460407949,0
1,trf_16_3996a,1.4833559664796243,15.0,9.88903977653083,0
1,trf_16_1095a,0.39640708521809304,15.0,2.6427139014539534,0
1,trf_6_730a,0.27985395009032055,15.0,1.8656930006021368,0
1,trf_34_1649a,0.1347265169706723,5.0,2.694530339413446,0
1,trf_34_5029a,0.35613525811111485,10.0,3.561352581111149,0
1,trf_34_1581a,0.532442880209347,10.0,5.32442880209347,0
1,trf_11_132a,0.338624932165887,10.0,3.3862493216588705,0
1,trf_16_3221a,1.04473224279402,25.0,4.17892897117608,0
1,trf_16_504a,0.8623032458483717,15.0,5.748688305655812,0
1,trf_6_735a,0.168973534061997,10.0,1.6897353406199698,0
1,trf_6_4489a,2.072914915582507,25.0,8.291659662330028,0
1,trf_6_729a,0.9180556904103307,15.0,6.120371269402205,0
1,trf_16_299a,1.3089024472993243,45.0,2.908672105109609,0
1,trf_16_1301a,0.40315417437718815,10.0,4.031541743771881,0
1,trf_16_2139a,1.4237082845386686,25.0,5.694833138154674,0
1,trf_16_6081a,0.16504174507970662,10.0,1.6504174507970664,0
1,trf_6_1019a,1.735494518061192,25.0,6.941978072244768,0
1,trf_11_2597a,0.39907947683150075,10.0,3.990794768315008,0
1,trf_11_130a,0.3510661553569804,15.0,2.340441035713203,0
1,trf_6_4704a,1.0919629888115443,10.0,10.919629888115443,0
1,trf_6_733a,0.049679000243160285,10.0,0.4967900024316029,0
1,trf_11_305a,0.905743758914252,75.0,1.2076583452190026,0
1,trf_16_539a,0.04960335051910917,10.0,0.4960335051910917,0
1,trf_6_1151a,0.6047293798632405,30.0,2.015764599544135,0
1,trf_6_4764a,0.2683158373638141,75.0,0.35775444981841875,0
1,trf_6_4765a,0.44717730730634125,150.0,0.29811820487089413,0
1,trf_16_538a,0.46252342744993125,30.0,1.5417447581664374,0
1,trf_11_133a,0.049458060542960855,10.0,0.4945806054296085,0
1,trf_6_723a,0.5444693141771638,15.0,3.629795427847759,0
1,trf_6_722a,0.18570469217888744,15.0,1.2380312811925829,0
1,trf_6_726a,0.07937154951019942,15.0,0.5291436634013295,0
1,trf_6_737a,0.5141943365237235,15.0,3.42796224349149,0
1,trf_6_728a,0.9461760483750362,30.0,3.1539201612501206,0
1,trf_6_125a,0.04872144560867007,10.0,0.48721445608670066,0
1,trf_6_3011a,0.21048244356397425,10.0,2.1048244356397428,0
1,trf_6_3819a,1.187492871651768,30.0,3.9583095721725603,0
1,trf_6_1344a,0.14509623024098606,10.0,1.4509623024098606,0
1,trf_6_122a,0.08341701383605094,10.0,0.8341701383605094,0
1,trf_6_1212a,0.4459347725778639,25.0,1.7837390903114556,0
1,trf_6_1213a,0.16435424677260949,10.0,1.6435424677260948,0
1,trf_6_1139a,0.9235780255033706,15.0,6.157186836689138,0
1,trf_6_1145a,0.2959288011583467,10.0,2.9592880115834665,0
1,trf_16_302a,0.11847964549474224,10.0,1.1847964549474224,0
1,trf_16_301a,0.4102056043671619,25.0,1.6408224174686474,0
1,trf_6_124a,1.5312345682731419,45.0,3.402743485051426,0
1,trf_16_6318a,1.0993000986031414,45.0,2.442889108006981,0
1,trf_16_303a,0.4673079461649507,15.0,3.1153863077663377,0
1,trf_6_1256a,0.17191416742828083,10.0,1.7191416742828083,0
1,trf_6_2090a,0.6251188591150242,15.0,4.167459060766828,0
1,trf_6_1445a,0.29065240718365576,10.0,2.9065240718365577,0
1,trf_6_4766a,0.3678522353816474,112.5,0.3269797647836866,0
1,trf_16_3549a,0.0,0.0,0.0,0
1,trf_11_4675a,0.44532285713415065,150.0,0.29688190475610043,0
1,trf_16_4173a,0.2048954191003499,10.0,2.048954191003499,0
1,trf_6_4662a,0.729077883196443,300.0,0.243025961065481,0
1,trf_6_2860a,0.43343611516892555,10.0,4.334361151689256,0
1,trf_6_1178a,0.3557145594751746,15.0,2.371430396501164,0
1,trf_6_4249a,0.5687511380976361,25.0,2.2750045523905444,0
1,trf_6_2887a,0.3203592781673834,10.0,3.2035927816738345,0
1,trf_6_2064a,0.1379074825183325,5.0,2.7581496503666503,0
1,trf_6_4161a,0.13919995530628312,10.0,1.3919995530628313,0
1,trf_6_1960a,0.2651138269778994,10.0,2.6511382697789942,0
1,trf_6_6394a,0.4983952559987142,25.0,1.9935810239948568,0
1,trf_6_3613a,0.12774372861752928,10.0,1.2774372861752927,0
1,trf_6_738a,0.03478208088332232,5.0,0.6956416176664464,0
1,trf_16_2195a,1.59442792372549,15.0,10.629519491503265,0
1,trf_16_4674a,0.6185349983846209,225.0,0.2749044437264982,0
1,trf_6_2417a,0.32226388804638845,10.0,3.2226388804638844,0
1,trf_16_4687a,0.2695970137991755,75.0,0.35946268506556733,0
1,trf_16_2428a,0.18142514025069578,5.0,3.628502805013915,0
1,trf_16_2658a,0.1966443602739792,15.0,1.310962401826528,0
1,trf_6_1177a,2.2699267909842256,75.0,3.026569054645634,0
1,trf_6_4661a,0.4472990182899652,150.0,0.29819934552664346,0
1,trf_6_3019a,0.21707860566709178,10.0,2.170786056670918,0
1,trf_6_3013a,0.4614733150211857,5.0,9.229466300423713,0
1,trf_16_3364a,0.30216520689807175,15.0,2.0144347126538116,0
1,trf_6_3563a,0.4919030467701507,10.0,4.919030467701507,0
1,trf_16_3328a,0.19385618831055612,10.0,1.9385618831055613,0
1,trf_6_3721a,0.02978317038115096,5.0,0.5956634076230192,0
1,trf_6_3434a,0.3126068755427824,5.0,6.252137510855648,0
1,trf_6_3010a,0.09740915701391209,10.0,0.974091570139121,0
1,trf_6_3509a,0.8107934867573356,5.0,16.215869735146715,0
1,trf_16_6165a,0.0,0.0,0.0,0
1,trf_6_3142a,0.15433648086056015,10.0,1.5433648086056015,0
1,trf_16_3908a,0.0,0.0,0.0,0
1,trf_6_3604a,0.0721605965006281,10.0,0.721605965006281,0
