hour,totalDeltaActiveEnergyKWh,totalDeltaReactiveEnergyKvarh,totalDeltaActiveLossesKWh,totalDeltaReactiveLossesKvarh
0,341.5392280057449,23.33444787335945,20.86319872375287,-110.24966611068915
1,329.03243554706563,17.92878972297411,20.772543957278707,-110.41158297211337
2,320.8152217275781,14.358869891734864,20.711274875348458,-110.53524588157818
3,318.08508761367733,13.12526820325174,20.682385285465923,-110.62481857721117
4,318.011719836119,13.101501350540241,20.683951075455195,-110.61685016588834
5,468.13516464387146,78.43290082577644,22.095900452041988,-108.0090975222889
6,582.533605816092,129.80007147349653,24.219109261161698,-103.6227014064429
7,784.9246878600329,216.2498201556285,27.36170169729758,-100.10853638194168
8,898.0257006489528,262.73773777802955,29.722091763532404,-99.1512858538923
9,833.4487109111049,235.49543990095762,29.724248929299286,-99.21798358950029
10,692.1148426516587,178.19184352542067,30.099372058250392,-97.59773479867138
11,708.1924963490081,186.2743304220705,31.484515758632206,-95.56246162264401
12,621.3930355618077,150.18641822543367,30.616520954970756,-96.1442915596747
13,660.7328970405096,166.9578124826307,31.3357289466046,-95.3414916130183
14,538.6842280754723,115.18140667506108,29.538314237879064,-97.29986652726245
15,485.70121208676915,92.08297859150656,28.383752965360983,-98.84310929850989
16,519.7946911694728,103.72752156832387,26.280498973907314,-102.21308934190134
17,649.3509624536189,157.43757753610035,25.61414897085049,-102.94135020995978
18,739.0937382757962,197.27677180799498,26.537318569103782,-100.60506738971672
19,627.4352994623025,148.2754779897699,24.40675390089003,-104.05844133731107
20,485.03460873345495,85.84013384752706,22.305407941823216,-107.62580790702333
21,407.5603262442635,51.989794237413584,21.43199780223469,-109.21428795095224
22,402.5517932788517,49.703169490613995,21.359475958762555,-109.4141374790767
23,385.9093193152027,42.49455027847219,21.21010317887939,-109.66874901408889
