hour,node,bus,phase,voltagePu,baseKvLN,voltageLevel,violationPu,hasViolation
0,uc605896.1,uc605896,1,0.9886142547394774,0.2193931022920578,LV,0.0,0
0,uc605896.2,uc605896,2,0.9896422297464043,0.2193931022920578,LV,0.0,0
0,uc605896.4,uc605896,4,0.000349803267681022,0.2193931022920578,LV,0.949650196732319,1
0,uc621999.1,uc621999,1,0.9972066040215296,0.2193931022920578,LV,0.0,0
0,uc621999.4,uc621999,4,0.0004117761573103593,0.2193931022920578,LV,0.9495882238426896,1
0,uc3405847.2,uc3405847,2,0.992043597441166,0.2193931022920578,LV,0.0,0
0,uc3405847.4,uc3405847,4,5.694310635361631e-05,0.2193931022920578,LV,0.9499430568936463,1
0,uc637399.1,uc637399,1,0.9867614270766493,0.2193931022920578,LV,0.0,0
0,uc637399.4,uc637399,4,0.0014491794197620477,0.2193931022920578,LV,0.9485508205802379,1
0,uc623007.1,uc623007,1,0.9958421662040656,0.2193931022920578,LV,0.0,0
0,uc623007.2,uc623007,2,0.9956589189244552,0.2193931022920578,LV,0.0,0
0,uc623007.3,uc623007,3,0.9948179405696231,0.2193931022920578,LV,0.0,0
0,uc623007.4,uc623007,4,1.7878289478365504e-06,0.2193931022920578,LV,0.9499982121710521,1
0,uc639280.1,uc639280,1,0.9942202483310885,0.2193931022920578,LV,0.0,0
0,uc639280.2,uc639280,2,0.9940401351322542,0.2193931022920578,LV,0.0,0
0,uc639280.3,uc639280,3,0.9946477371446055,0.2193931022920578,LV,0.0,0
0,uc639280.4,uc639280,4,2.9778737904601077e-13,0.2193931022920578,LV,0.9499999999997022,1
0,uc1607257.1,uc1607257,1,0.9965305858201748,0.2193931022920578,LV,0.0,0
0,uc1607257.4,uc1607257,4,0.0002716261547403094,0.2193931022920578,LV,0.9497283738452597,1
0,uc605813.1,uc605813,1,0.9957787709399183,0.2193931022920578,LV,0.0,0
0,uc605813.2,uc605813,2,0.9957579882386759,0.2193931022920578,LV,0.0,0
