mvViolationPct,lvViolationPct,overloadedLines,overloadedTransformers,maxLineLoadingPct,maxTransformerLoadingPct,totalEnergyKWh,totalLossesKWh,lossesPct
0.0,38.55617455896008,0,0,74.4638198077291,88.53857986525941,13117.329218823632,609.1290344890473,4.643697084425805
