hour,totalDeltaActiveEnergyKWh,totalDeltaReactiveEnergyKvarh,totalDeltaActiveLossesKWh,totalDeltaReactiveLossesKvarh
0,404.0470518901901,50.17502296982225,21.3846390890152,-109.3589799688493
1,389.0690913695373,43.704666481186315,21.247998214787827,-109.58253180855644
2,379.2423800993141,39.438018259422236,21.15616267087492,-109.75412852145129
3,376.01704613690225,37.982061859806244,21.114312721551492,-109.88044815100676
4,375.92344733456497,37.95139868241486,21.116403591954214,-109.86902287821647
5,555.4385434759487,116.06104883638614,23.220071948553304,-106.23495750670244
6,701.6536795741856,181.8426543322132,26.47086924739649,-99.81117227874081
7,955.1870583641985,289.9055778112066,31.38730622911937,-94.67354306454997
8,1101.2539261326579,349.52609237359513,35.12461439652914,-93.3006989380046
9,1044.6043947663256,325.3312534376338,35.09976789924882,-93.65448594006578
10,905.3789440485199,268.80144386396046,34.920848738418634,-92.58304147096781
11,933.1242306886959,281.7814601308435,36.79883533717256,-90.09502709651017
12,834.7958111090892,240.8269896244314,35.08561013703488,-91.40746766920215
13,881.9692095869028,260.8964303031695,36.27008218378857,-90.19401381705006
14,736.9880556051849,199.4683789416691,33.18300930692313,-93.30810272509171
15,670.5426464074902,170.68859375554442,31.413997744894875,-95.41206615164681
16,691.2549267866555,176.71776108980617,29.020664222312956,-98.99423163445842
17,814.4422265846155,228.27221423824062,28.759008714001354,-98.83038099719157
18,889.2144965142369,262.6436789411135,29.96513065322715,-95.5432417822462
19,745.839275356569,199.6632370456088,26.630025937278262,-100.68010519381333
20,575.6327890115729,124.92291802927659,23.529656061246484,-105.69696045157174
21,483.0337598116402,84.44428882480615,22.235207738552873,-107.92035411509674
22,477.1124702575651,81.73368594621077,22.130342854389134,-108.20293544163506
23,457.19239527116673,73.10955692012588,21.906819620119848,-108.55649715114853
