transformer,ratedKva,maxApparentPowerKva,maxLoadingPct,meanLoadingPct,overloadHours
trf_6_4910a,30.0,29.139986662397337,97.1332888746578,46.197083654069935,0
trf_11_305a,75.0,62.648596031250065,83.53146137500008,28.74946304273608,0
trf_6_1139a,15.0,11.097428529936247,73.98285686624165,27.712963379128087,0
trf_6_3509a,5.0,3.0770680435211255,61.54136087042251,29.293273099193502,0
trf_6_1146a,10.0,5.998418052286675,59.984180522866744,25.04816520928424,0
trf_6_6273a,30.0,16.504996852692578,55.01665617564193,20.194378484498586,0
trf_6_4489a,25.0,13.534849901630816,54.13939960652326,23.341195786325528,0
trf_11_4955a,15.0,7.097226653648281,47.31484435765521,22.58119845038154,0
trf_6_1541a,15.0,6.808735318569421,45.391568790462806,17.20803929436807,0
trf_34_5029a,10.0,4.022775345415541,40.227753454155405,15.119072540344774,0
trf_16_2195a,15.0,6.0292753751067,40.195169167378,19.17052776025792,0
trf_6_6249a,30.0,11.797858164910064,39.32619388303355,15.599139734807812,0
trf_16_3996a,15.0,5.610936346416137,37.40624230944091,17.823398509229765,0
trf_6_3256a,15.0,5.178858390016216,34.525722600108104,16.52652064225561,0
trf_6_3013a,5.0,1.7225705982221906,34.45141196444381,16.504895839444675,0
trf_6_1138a,10.0,3.429428444277271,34.29428444277271,18.408985161192888,0
trf_16_6082a,15.0,4.9872434196639635,33.24828946442643,12.099405426711074,0
trf_11_131a,10.0,3.0244231045826533,30.244231045826535,14.534109006325352,0
trf_6_6153a,30.0,8.419732340085519,28.06577446695173,15.860268137094245,0
trf_16_1143a,30.0,8.316741493198824,27.72247164399608,15.334101602881432,0
trf_16_5055a,10.0,2.6216593841257825,26.216593841257826,12.546419841991536,0
trf_11_3987a,5.0,1.2284139873825495,24.56827974765099,11.883197675214895,0
trf_6_1019a,25.0,5.774740071410461,23.09896028564184,13.197994783046047,0
trf_6_5595a,30.0,6.848806630045531,22.8293554334851,8.516650048692854,0
trf_6_127a,15.0,3.396555717247708,22.643704781651387,10.912393540450582,0
trf_6_3434a,5.0,1.1319054017483205,22.63810803496641,10.980567526401572,0
trf_6_729a,15.0,3.362160061852892,22.414400412352613,10.805646237631422,0
trf_16_2139a,25.0,5.311161626745924,21.244646506983695,10.186857243731106,0
trf_6_1350a,45.0,8.905096719304975,19.78910382067772,7.227240098975045,0
trf_34_1581a,10.0,1.9455137825081872,19.45513782508187,9.407961750309015,0
trf_6_4249a,25.0,4.649583072252821,18.598332289011285,7.4494953087747335,0
trf_6_1030a,10.0,1.8469299768855936,18.469299768855937,8.931640778140224,0
trf_6_3563a,10.0,1.7944852898934633,17.944852898934634,8.677058835441214,0
trf_16_2916a,10.0,1.7756382264500021,17.756382264500022,8.567487175417009,0
trf_6_3820a,15.0,2.559968848626448,17.066458990842985,8.25860908309289,0
trf_6_3538a,10.0,1.7046881900949733,17.046881900949735,8.285231663450432,0
trf_34_1018a,5.0,0.8272924083189264,16.545848166378526,8.11164996987584,0
trf_6_6158a,45.0,7.100669183486838,15.779264852192973,7.655968514398828,0
trf_6_2860a,10.0,1.5662370169629316,15.662370169629316,7.593657463380631,0
trf_16_3221a,25.0,3.855190015989987,15.42076006395995,7.418327184523666,0
trf_16_5474a,10.0,1.5298658795409354,15.298658795409356,7.4119882383709195,0
trf_16_3130a,30.0,4.448514078300558,14.828380261001861,7.221006744913912,0
trf_6_2090a,15.0,2.2208809680861767,14.805873120574512,7.2243057860707784,0
trf_6_3634a,10.0,1.461750096294535,14.617500962945348,7.102488028629701,0
trf_6_6197a,75.0,10.776354999498933,14.368473332665245,6.932345039583498,0
trf_16_1301a,10.0,1.4339778984047473,14.339778984047474,7.0029143022761255,0
trf_11_2597a,10.0,1.4275911316112444,14.275911316112445,6.957289966369644,0
trf_6_727a,30.0,4.280977567326403,14.269925224421343,6.938929649232082,0
trf_6_3819a,30.0,4.22661183619703,14.088706120656768,6.885351667108398,0
trf_6_129a,10.0,1.3985814392570537,13.985814392570537,6.840214292463659,0
trf_6_4704a,10.0,1.3885741293168896,13.885741293168897,10.61223826153166,0
trf_16_537a,5.0,0.6875961084668567,13.751922169337135,6.822974176425222,0
trf_16_504a,15.0,1.9845392363899252,13.230261575932836,8.842993997248637,0
trf_6_1238a,15.0,1.9742547955788603,13.161698637192403,6.39161290889228,0
trf_16_1144a,15.0,1.9584146600388974,13.05609773359265,6.335650470485148,0
trf_16_3548a,10.0,1.3036014091414914,13.036014091414913,8.725246640263281,0
trf_6_723a,15.0,1.906036223415753,12.70690815610502,6.235424733085552,0
trf_6_3818a,10.0,1.2681818522435884,12.681818522435885,6.182864110690176,0
trf_6_808a,15.0,1.8927295060328844,12.618196706885897,6.196098162850535,0
trf_16_2428a,5.0,0.6292886847587992,12.585773695175984,6.211356693931548,0
trf_16_1141a,15.0,1.8484587281808154,12.323058187872103,5.98761415769621,0
trf_6_737a,15.0,1.7898417148830712,11.932278099220474,5.873610295192278,0
trf_11_132a,10.0,1.190851975115113,11.908519751151129,5.848733321286203,0
trf_6_1262a,10.0,1.1701139425055742,11.701139425055741,5.74897283725597,0
trf_6_2417a,10.0,1.1342822083268307,11.342822083268306,5.5587691462400945,0
trf_6_2887a,10.0,1.1268713010379083,11.268713010379084,5.528935348405064,0
trf_6_1475a,15.0,1.6581378743868473,11.054252495912316,6.602762018072027,0
