hour,meterName,activeEnergyKWh,reactiveEnergyKvarh,activeLossesKWh,reactiveLossesKvarh,deltaActiveEnergyKWh,deltaReactiveEnergyKvarh,deltaActiveLossesKWh,deltaReactiveLossesKvarh
0,busa4-_202312598_segmmt_24122,321.9303385863556,17.56070543195029,15.097482499004377,-110.20112758033677,321.9303385863556,17.56070543195029,15.097482499004377,-110.20112758033677
0,trf_16_1585a_t2,0.16422733664056455,0.03609399546143231,0.07910139914886212,5.69119909607322e-05,0.16422733664056455,0.03609399546143231,0.07910139914886212,5.69119909607322e-05
0,trf_16_1143a_t2,2.2981667947229467,0.9275787151718318,0.14658900928391339,0.016884678379178383,2.2981667947229467,0.9275787151718318,0.14658900928391339,0.016884678379178383
0,trf_6_4910a_t2,8.026096637441077,3.4473967946520943,0.19460220046121457,0.1821837891823857,8.026096637441077,3.4473967946520943,0.19460220046121457,0.1821837891823857
0,trf_6_1541a_t2,0.6687918935511511,0.2510284212117505,0.0799247492309728,0.002663166720100065,0.6687918935511511,0.2510284212117505,0.0799247492309728,0.002663166720100065
0,trf_6_1350a_t2,0.7387677166995379,0.23626812741479142,0.18346546408878953,0.0009837525192574789,0.7387677166995379,0.23626812741479142,0.18346546408878953,0.0009837525192574789
0,trf_6_808a_t2,0.571939116186671,0.21020265969595409,0.07952547642749619,0.0017608679962566641,0.571939116186671,0.21020265969595409,0.07952547642749619,0.0017608679962566641
0,trf_6_810a_t2,0.9373990210062214,0.34013428320005396,0.13960524814284042,0.0025322786221459097,0.9373990210062214,0.34013428320005396,0.13960524814284042,0.0025322786221459097
0,trf_16_3130a_t2,1.311902671597679,0.49993817952849123,0.14153661638403103,0.006051101772295804,1.311902671597679,0.49993817952849123,0.14153661638403103,0.006051101772295804
0,trf_6_1048a_t2,0.22401586058730832,0.06161644957059682,0.07924406293637423,0.00026632370111322244,0.22401586058730832,0.06161644957059682,0.07924406293637423,0.00026632370111322244
0,trf_6_6273a_t2,1.355730005042049,0.5196414420409919,0.13953830996398106,0.004977794019893328,1.355730005042049,0.5196414420409919,0.13953830996398106,0.004977794019893328
0,trf_6_731a_t2,0.21702387437524687,0.05862698445317075,0.0793118359546101,0.00024636320752604137,0.21702387437524687,0.05862698445317075,0.0793118359546101,0.00024636320752604137
0,trf_6_732a_t2,0.8244435195341914,0.29225772669547995,0.1389600792507107,0.0018256021111758259,0.8244435195341914,0.29225772669547995,0.1389600792507107,0.0018256021111758259
0,trf_6_730a_t2,0.2964224105472504,0.09227297163388468,0.07976762744846427,0.0006682136467098519,0.2964224105472504,0.09227297163388468,0.07976762744846427,0.0006682136467098519
0,trf_6_729a_t2,0.9697885306634924,0.38051744029419227,0.08157829409945044,0.0054745911069009594,0.9697885306634924,0.38051744029419227,0.08157829409945044,0.0054745911069009594
0,trf_16_299a_t2,1.3840803419422767,0.5107761618782294,0.1852803425114643,0.003966504476900358,1.3840803419422767,0.5107761618782294,0.1852803425114643,0.003966504476900358
0,trf_11_130a_t2,0.37110764019864234,0.12411547625271936,0.07926201270607516,0.0008337341954617465,0.37110764019864234,0.12411547625271936,0.07926201270607516,0.0008337341954617465
0,trf_6_1151a_t2,0.6393634067813755,0.21330273769945918,0.13931493426990135,0.001368671990730571,0.6393634067813755,0.21330273769945918,0.13931493426990135,0.001368671990730571
0,trf_16_538a_t2,0.4884315282362426,0.14902526686136197,0.139205166733881,0.0013343021052225296,0.4884315282362426,0.14902526686136197,0.139205166733881,0.0013343021052225296
0,trf_6_723a_t2,0.5755917099721071,0.2116932168664423,0.07958797299117748,0.0017844361545678424,0.5755917099721071,0.2116932168664423,0.07958797299117748,0.0017844361545678424
0,trf_6_722a_t2,0.19537913446367344,0.049418505366382086,0.07924403111403508,0.00020039745870090544,0.19537913446367344,0.049418505366382086,0.07924403111403508,0.00020039745870090544
0,trf_6_737a_t2,0.5437399302725222,0.19789899988327186,0.08022205697708235,0.0017795850081881355,0.5437399302725222,0.19789899988327186,0.08022205697708235,0.0017795850081881355
0,trf_6_728a_t2,1.0003766924399322,0.36716899684581916,0.13934537059412302,0.00274894529277902,1.0003766924399322,0.36716899684581916,0.13934537059412302,0.00274894529277902
0,trf_6_3819a_t2,1.2549187276925033,0.4755558392259717,0.1391881465348422,0.004641456236292157,1.2549187276925033,0.4755558392259717,0.1391881465348422,0.004641456236292157
0,trf_6_124a_t2,1.6185639592762788,0.6104536667391196,0.18502966984132158,0.005705702390349014,1.6185639592762788,0.6104536667391196,0.18502966984132158,0.005705702390349014
0,trf_16_6318a_t2,1.1622966754305304,0.4166576134133509,0.18345649302863806,0.0028253219050844774,1.1622966754305304,0.4166576134133509,0.18345649302863806,0.0028253219050844774
0,trf_6_2090a_t2,0.6607262597375209,0.24819603051879757,0.07974445228100017,0.002359882313720775,0.6607262597375209,0.24819603051879757,0.07974445228100017,0.002359882313720775
0,trf_16_2658a_t2,0.20704957049767397,0.054403556863726894,0.07904246658657604,0.0002260468519352301,0.20704957049767397,0.054403556863726894,0.07904246658657604,0.0002260468519352301
0,trf_6_1177a_t2,2.358852277397408,0.8929800767870361,0.2693736321869028,0.007590383022502906,2.358852277397408,0.8929800767870361,0.2693736321869028,0.007590383022502906
0,trf_16_3364a_t2,0.319293629014271,0.10216511327557994,0.0791394916324726,0.0005391573912800425,0.319293629014271,0.10216511327557994,0.0791394916324726,0.0005391573912800425
0,trf_6_3509a_t2,0.8539500604678414,0.3573460596118051,0.03321431026037561,0.01212358131697954,0.8539500604678414,0.3573460596118051,0.03321431026037561,0.01212358131697954
0,trf_11_3987a_t2,0.355993259720959,0.13962048420469733,0.030078668340224157,0.002078117728835338,0.355993259720959,0.13962048420469733,0.030078668340224157,0.002078117728835338
0,trf_16_3997a_t2,0.5664370279876926,0.18204656491071733,0.13881729018934144,0.0012312161535231068,0.5664370279876926,0.18204656491071733,0.13881729018934144,0.0012312161535231068
0,trf_6_3817a_t2,0.11292952761492062,0.035449708911732276,0.029754128848566607,0.00020255803291699702,0.11292952761492062,0.035449708911732276,0.029754128848566607,0.00020255803291699702
0,trf_16_1142a_t2,1.1127955502782854,0.3966722711432569,0.18485159245486377,0.0022170778497856815,1.1127955502782854,0.3966722711432569,0.18485159245486377,0.0022170778497856815
0,trf_6_724a_t2,0.5484984104926522,0.17438878836042954,0.1387721718039248,0.0008038152194203292,0.5484984104926522,0.17438878836042954,0.1387721718039248,0.0008038152194203292
0,trf_6_5085a_t2,0.9429699856763725,0.3431502435688284,0.14005066342642983,0.003449524523862541,0.9429699856763725,0.3431502435688284,0.14005066342642983,0.003449524523862541
0,trf_6_5595a_t2,0.6387168829845312,0.21288983687273305,0.1383557438170187,0.0014245441003902996,0.6387168829845312,0.21288983687273305,0.1383557438170187,0.0014245441003902996
0,trf_6_5711a_t2,0.4892500747463173,0.14914507803961252,0.13874573083527486,0.0006384576402170268,0.4892500747463173,0.14914507803961252,0.13874573083527486,0.0006384576402170268
0,trf_6_5712a_t2,1.0728161623568453,0.39831511938606795,0.1391867564847644,0.003108913613801171,1.0728161623568453,0.39831511938606795,0.1391867564847644,0.003108913613801171
0,trf_6_5659a_t2,0.29901948643156495,0.06819866039926958,0.13871202166395546,0.00024268002527113452,0.29901948643156495,0.06819866039926958,0.13871202166395546,0.00024268002527113452
0,trf_6_6158a_t2,2.0704397725792267,0.8041677511818086,0.1841485401355868,0.007843360710525304,2.0704397725792267,0.8041677511818086,0.1841485401355868,0.007843360710525304
0,trf_6_6197a_t2,3.118434674341085,1.2163306346000742,0.2693765734783843,0.010623003268912497,3.118434674341085,1.2163306346000742,0.2693765734783843,0.010623003268912497
0,trf_6_6153a_t2,4.088439248287705,1.696481061183586,0.16878265033723,0.05172079403646212,4.088439248287705,1.696481061183586,0.16878265033723,0.05172079403646212
