hour,totalDeltaActiveEnergyKWh,totalDeltaReactiveEnergyKvarh,totalDeltaActiveLossesKWh,totalDeltaReactiveLossesKvarh
0,373.0359957962842,36.94758330617112,21.107824117695813,-109.82743616939021
1,359.2840822405936,31.00129281977098,20.996235540841045,-110.01874512364128
2,350.2502370238474,27.072990421716387,20.920879076813037,-110.16537915218983
3,347.2530422995652,25.71224689542699,20.885586274990263,-110.27282435082255
4,347.17158570484594,25.686650997542777,20.887462032974273,-110.26316267100945
5,512.1963573176762,97.58096856205508,22.61813923257969,-107.16347116113855
6,642.8214412785637,156.4003789683841,25.26903972946938,-101.80288853853342
7,870.8062211622373,253.70868761947546,29.20202833427833,-97.52707260216933
8,1000.1673980970793,306.6358783272707,32.15146156950007,-96.39244619305406
9,939.4183582390148,280.80221947680815,32.11105934086897,-96.63021848997965
10,799.001347749537,223.7424304583551,32.18856768439993,-95.32977456851789
11,820.8968033904769,234.2632305738817,33.778977181161736,-93.10011635490798
12,728.3246459979883,195.71486029326906,32.52128337813399,-94.03946234623146
13,771.5795968864682,214.1426257975255,33.448926901186375,-93.04335168444753
14,638.0391264757334,157.49505214081833,31.071029772712727,-95.54843061304459
15,578.332702104707,131.55417336559282,29.64685697547007,-97.34836662975785
16,605.8657014444275,140.50493502596328,27.451306491287085,-100.77500778160682
17,732.5085737761099,193.36685766985784,27.025122557482852,-101.02021535089223
18,814.9280631000732,230.59554991404562,28.11970352409529,-98.18988087627325
19,687.2490241694322,174.47186902950037,25.436822240738586,-102.44392171148867
20,530.7678823840662,105.73591887551366,22.874032017249895,-106.70596349346206
21,445.6177904274955,68.47644741941991,21.805932404018616,-108.5990225200118
22,440.1215549921212,65.95260591198732,21.717558253886704,-108.83899029386919
23,421.8242956654509,58.0222922662816,21.534317668253117,-109.14089839431723
