mvViolationPct,lvViolationPct,overloadedLines,overloadedTransformers,maxLineLoadingPct,maxTransformerLoadingPct,totalEnergyKWh,totalLossesKWh,lossesPct
0.0,38.62000928505107,0,0,74.52432175656118,97.11318167014446,14756.596117638026,636.9648080994193,4.316475175044456
