mvViolationPct,lvViolationPct,overloadedLines,overloadedTransformers,maxLineLoadingPct,maxTransformerLoadingPct,totalEnergyKWh,totalLossesKWh,lossesPct
0.0,38.55617455896008,0,0,74.4638198077291,88.53857986525941,13117.329308296972,609.1290351687247,4.643697057932657
