voltageLevel,minVoltagePu,meanVoltagePu,maxVoltagePu,maxViolationPu,violationCount,violationPct
MV,0.977447278048773,0.9905990651208262,0.9992254319750449,0.0,0,0.0
LV,0.0,0.5948184723061707,1.0833421745213856,0.9499999999999874,6654,38.6142061281337
