mvViolationPct,lvViolationPct,overloadedLines,overloadedTransformers,maxLineLoadingPct,maxTransformerLoadingPct,totalEnergyKWh,totalLossesKWh,lossesPct
0.0,38.6142061281337,0,1,74.58528717992674,105.65025804647954,16394.740491463963,668.6589390742774,4.078496633859007
