voltageLevel,minVoltagePu,meanVoltagePu,maxVoltagePu,maxViolationPu,violationCount,violationPct
MV,0.979778325193746,0.9916702206052244,0.9993075631473207,0.0,0,0.0
LV,0.0,0.5956152743735545,1.0848177763839337,0.9499999999999875,6684,38.788300835654596
