hour,totalDeltaActiveEnergyKWh,totalDeltaReactiveEnergyKvarh,totalDeltaActiveLossesKWh,totalDeltaReactiveLossesKvarh
0,372.6293284015102,36.60999635059257,21.122242697643635,-109.81198316071584
1,358.8933674819898,30.678230533651323,21.009005670464628,-110.00375529368024
2,349.8796912312222,26.767763350943888,20.932845267163962,-110.15049698719602
3,346.91584693163963,25.43576520470521,20.89793126475115,-110.25743575192142
4,346.83095283490667,25.407225983855774,20.89970809881581,-110.24785089960218
5,511.50996936536893,96.9909413091054,22.649138016604983,-107.14675897351236
6,641.6121714077568,155.34719775051076,25.308250244880277,-101.79366095030333
7,869.5666571774981,252.57799950965344,29.31601908350453,-97.50675348428177
8,999.2943255702157,305.7621631624629,32.35645254503422,-96.3525776905036
9,938.7441239593226,280.1096993793863,32.309184693525644,-96.58558792001921
10,798.4971154233543,223.23230565566132,32.34323254329596,-95.28554656581295
11,820.402437831923,233.75277961627424,33.947157126411554,-93.05331771135818
12,727.8272377876351,195.22900385883852,32.651089154458845,-93.99794098573923
13,771.0865062356347,213.647452185913,33.59717158938963,-92.99896788477317
14,637.5809941588478,157.06514098448804,31.168979047731582,-95.51148470101408
15,577.8658667347814,131.13034614611067,29.723574617229776,-97.31573085785398
16,605.2232254014796,139.9295125275945,27.523560891463752,-100.7470088124405
17,731.4717483112215,192.43650007610904,27.108519144966976,-100.99917041077185
18,813.6505473859431,229.45056162919974,28.206363520579995,-98.17422347685832
19,686.2313585465904,173.5737012112722,25.496222108533193,-102.42726508424253
20,530.0405754296977,105.10876757555373,22.90733741899401,-106.68933896016351
21,445.07997103159965,68.02057922515934,21.82882092880084,-108.5823528009756
22,439.6369187209649,65.54264257431646,21.741162952505668,-108.82137945285844
23,421.3664400933385,57.636940129526245,21.555409113599662,-109.12372994651702
