mvViolationPct,lvViolationPct,overloadedLines,overloadedTransformers,maxLineLoadingPct,maxTransformerLoadingPct,totalEnergyKWh,totalLossesKWh,lossesPct
0.0,38.492339832869085,0,0,73.67551362478851,99.33405773478071,15598.168002186329,1346.0306682439261,8.629415121412071
