hour,node,bus,phase,voltagePu,baseKvLN,voltageLevel,violationPu,hasViolation
0,uc1607305.1,uc1607305,1,0.9925752307029704,0.2193931022920578,LV,0.0,0
0,uc1607305.4,uc1607305,4,0.0004287514033086101,0.2193931022920578,LV,0.9495712485966914,1
0,uc1239552.1,uc1239552,1,0.9943205080883756,0.2193931022920578,LV,0.0,0
0,uc1239552.2,uc1239552,2,0.9941029677419373,0.2193931022920578,LV,0.0,0
0,uc1239552.3,uc1239552,3,0.9949518477675928,0.2193931022920578,LV,0.0,0
0,uc1239552.4,uc1239552,4,6.244650273363718e-13,0.2193931022920578,LV,0.9499999999993755,1
0,uc605911.1,uc605911,1,0.995588140555737,0.2193931022920578,LV,0.0,0
0,uc605911.2,uc605911,2,0.9953682840463411,0.2193931022920578,LV,0.0,0
0,uc605911.3,uc605911,3,0.9958590288660732,0.2193931022920578,LV,0.0,0
0,uc605911.4,uc605911,4,2.2705974110510306e-13,0.2193931022920578,LV,0.9499999999997729,1
0,uc1628760.1,uc1628760,1,1.0002748362995855,0.2193931022920578,LV,0.0,0
0,uc1628760.4,uc1628760,4,0.00013602363233018738,0.2193931022920578,LV,0.9498639763676697,1
0,uc634166.1,uc634166,1,0.9977965480082045,0.2193931022920578,LV,0.0,0
0,uc634166.2,uc634166,2,0.9969146840680692,0.2193931022920578,LV,0.0,0
0,uc634166.4,uc634166,4,2.315389684866849e-06,0.2193931022920578,LV,0.9499976846103151,1
0,uc1607291.1,uc1607291,1,0.9971876520520333,0.2193931022920578,LV,0.0,0
0,uc1607291.2,uc1607291,2,0.9957087307275754,0.2193931022920578,LV,0.0,0
0,uc1607291.4,uc1607291,4,0.00039942056259513123,0.2193931022920578,LV,0.9496005794374048,1
0,uc1124340.1,uc1124340,1,0.992538487228041,0.2193931022920578,LV,0.0,0
0,uc1124340.2,uc1124340,2,0.9925469718153564,0.2193931022920578,LV,0.0,0
0,uc1124340.3,uc1124340,3,0.9941827089866712,0.2193931022920578,LV,0.0,0
0,uc1124340.4,uc1124340,4,0.00017696824452930368,0.2193931022920578,LV,0.9498230317554707,1
0,uc607385.2,uc607385,2,0.9911526258130139,0.2193931022920578,LV,0.0,0
0,uc607385.4,uc607385,4,0.00043392077890899884,0.2193931022920578,LV,0.9495660792210909,1
0,uc626481.1,uc626481,1,0.9962345045873048,0.2193931022920578,LV,0.0,0
0,uc626481.4,uc626481,4,0.00011935120272228232,0.2193931022920578,LV,0.9498806487972776,1
0,uc628753.1,uc628753,1,1.000419293433139,0.2193931022920578,LV,0.0,0
0,uc628753.4,uc628753,4,6.718847949949569e-06,0.2193931022920578,LV,0.94999328115205,1
0,uc625625.1,uc625625,1,0.9985892432109776,0.2193931022920578,LV,0.0,0
0,uc625625.4,uc625625,4,0.0009110136916659206,0.2193931022920578,LV,0.949088986308334,1
0,uc3433894.1,uc3433894,1,0.9955075659759266,0.2193931022920578,LV,0.0,0
0,uc3433894.4,uc3433894,4,0.00033338532262229624,0.2193931022920578,LV,0.9496666146773777,1
0,uc627343.1,uc627343,1,0.9973264714378239,0.2193931022920578,LV,0.0,0
0,uc627343.4,uc627343,4,3.5966420878965354e-05,0.2193931022920578,LV,0.949964033579121,1
0,uc1607347.1,uc1607347,1,0.9932954099225799,0.2193931022920578,LV,0.0,0
0,uc1607347.2,uc1607347,2,0.9930776916677052,0.2193931022920578,LV,0.0,0
0,uc1607347.3,uc1607347,3,0.9939260720101727,0.2193931022920578,LV,0.0,0
0,uc1607347.4,uc1607347,4,8.258080508759233e-13,0.2193931022920578,LV,0.9499999999991742,1
0,uc632613.1,uc632613,1,0.9951212521870723,0.2193931022920578,LV,0.0,0
0,uc632613.4,uc632613,4,0.001353960630764892,0.2193931022920578,LV,0.9486460393692351,1
0,uc3432407.1,uc3432407,1,0.9947134137868612,0.2193931022920578,LV,0.0,0
0,uc3432407.4,uc3432407,4,0.00011030716294034266,0.2193931022920578,LV,0.9498896928370596,1
0,uc607367.1,uc607367,1,0.997492817127073,0.2193931022920578,LV,0.0,0
0,uc607367.4,uc607367,4,0.0002790225587530035,0.2193931022920578,LV,0.949720977441247,1
0,uc1631852.1,uc1631852,1,0.997000267349872,0.2193931022920578,LV,0.0,0
0,uc1631852.4,uc1631852,4,0.00037894177228739884,0.2193931022920578,LV,0.9496210582277126,1
0,uc636933.1,uc636933,1,0.9970236685529773,0.2193931022920578,LV,0.0,0
0,uc636933.2,uc636933,2,0.9935363025336984,0.2193931022920578,LV,0.0,0
0,uc636933.4,uc636933,4,1.536677326666703e-06,0.2193931022920578,LV,0.9499984633226732,1
0,uc605829.1,uc605829,1,0.9954428504595756,0.2193931022920578,LV,0.0,0
0,uc605829.4,uc605829,4,0.00010467264643625178,0.2193931022920578,LV,0.9498953273535637,1
0,uc605823.1,uc605823,1,0.9914851450947207,0.2193931022920578,LV,0.0,0
0,uc605823.4,uc605823,4,0.0006151360211806609,0.2193931022920578,LV,0.9493848639788193,1
0,uc605988.2,uc605988,2,0.9878682218975923,0.2193931022920578,LV,0.0,0
0,uc605988.4,uc605988,4,0.002181184852855906,0.2193931022920578,LV,0.9478188151471441,1
0,bt800541.1,bt800541,1,0.9867851468909229,0.2193931022920578,LV,0.0,0
0,bt800541.2,bt800541,2,0.9886091081899484,0.2193931022920578,LV,0.0,0
0,bt800541.3,bt800541,3,0.9916038909659006,0.2193931022920578,LV,0.0,0
0,bt800541.4,bt800541,4,0.0013375979812615434,0.2193931022920578,LV,0.9486624020187384,1
0,uc622722.3,uc622722,3,0.9931454050823944,0.2193931022920578,LV,0.0,0
0,uc622722.4,uc622722,4,0.00034132458666246844,0.2193931022920578,LV,0.9496586754133375,1
0,uc627337.1,uc627337,1,0.995635318791712,0.2193931022920578,LV,0.0,0
0,uc627337.4,uc627337,4,0.0010905999517589052,0.2193931022920578,LV,0.9489094000482411,1
0,uc1107333.2,uc1107333,2,0.9926793656879052,0.2193931022920578,LV,0.0,0
0,uc1107333.4,uc1107333,4,0.0005084080659718896,0.2193931022920578,LV,0.9494915919340281,1
0,uc605914.1,uc605914,1,1.0021593006343983,0.2193931022920578,LV,0.0,0
0,uc605914.4,uc605914,4,1.774970522715154e-06,0.2193931022920578,LV,0.9499982250294773,1
0,uc1130761.1,uc1130761,1,0.990011517264937,0.2193931022920578,LV,0.0,0
0,uc1130761.4,uc1130761,4,0.0012477958104106653,0.2193931022920578,LV,0.9487522041895893,1
0,uc1607302.1,uc1607302,1,0.9938588695077722,0.2193931022920578,LV,0.0,0
0,uc1607302.2,uc1607302,2,0.9936487797901286,0.2193931022920578,LV,0.0,0
0,uc1607302.3,uc1607302,3,0.9944675235474214,0.2193931022920578,LV,0.0,0
0,uc1607302.4,uc1607302,4,1.8508245495242555e-13,0.2193931022920578,LV,0.9499999999998149,1
0,uc605821.1,uc605821,1,0.99200561072805,0.2193931022920578,LV,0.0,0
0,uc605821.2,uc605821,2,0.9911352408174662,0.2193931022920578,LV,0.0,0
0,uc605821.3,uc605821,3,0.9933869176620573,0.2193931022920578,LV,0.0,0
0,uc605821.4,uc605821,4,8.703157544871327e-06,0.2193931022920578,LV,0.9499912968424551,1
0,uc606130.1,uc606130,1,0.9979049986545274,0.2193931022920578,LV,0.0,0
0,uc606130.2,uc606130,2,0.9968559840140239,0.2193931022920578,LV,0.0,0
0,uc606130.4,uc606130,4,6.478841528811789e-06,0.2193931022920578,LV,0.9499935211584711,1
0,uc1626672.1,uc1626672,1,0.0,0.1270170592217177,LV,0.0,0
0,uc1626672.4,uc1626672,4,0.0,0.1270170592217177,LV,0.0,0
0,164151.1,164151,1,0.9965149811567767,13.336791218280357,MV,0.0,0
0,164151.2,164151,2,0.9970597478470883,13.336791218280357,MV,0.0,0
0,164151.3,164151,3,0.9970586718185575,13.336791218280357,MV,0.0,0
0,uc1607357.1,uc1607357,1,0.9972214793104316,0.2193931022920578,LV,0.0,0
0,uc1607357.2,uc1607357,2,0.9968849324787656,0.2193931022920578,LV,0.0,0
0,uc1607357.4,uc1607357,4,5.384715162929184e-06,0.2193931022920578,LV,0.949994615284837,1
0,uc622703.1,uc622703,1,0.9824242897735918,0.2193931022920578,LV,0.0,0
0,uc622703.4,uc622703,4,0.005251655773903378,0.2193931022920578,LV,0.9447483442260965,1
0,uc605884.1,uc605884,1,0.9967510142991557,0.2193931022920578,LV,0.0,0
0,uc605884.4,uc605884,4,6.808287464002893e-05,0.2193931022920578,LV,0.94993191712536,1
0,uc1139390.1,uc1139390,1,0.9942839700957274,0.2193931022920578,LV,0.0,0
0,uc1139390.2,uc1139390,2,0.9940664377416485,0.2193931022920578,LV,0.0,0
0,uc1139390.3,uc1139390,3,0.9949152865727862,0.2193931022920578,LV,0.0,0
0,uc1139390.4,uc1139390,4,1.2853773679430953e-14,0.2193931022920578,LV,0.9499999999999871,1
0,uc605989.1,uc605989,1,0.9979788487910823,0.2193931022920578,LV,0.0,0
0,uc605989.4,uc605989,4,0.0005819421239412055,0.2193931022920578,LV,0.9494180578760587,1
0,uc637918.1,uc637918,1,0.9936573053660683,0.2193931022920578,LV,0.0,0
0,uc637918.2,uc637918,2,0.9934779608056101,0.2193931022920578,LV,0.0,0
0,uc637918.3,uc637918,3,0.9940922762985933,0.2193931022920578,LV,0.0,0
0,uc637918.4,uc637918,4,2.97830953553212e-13,0.2193931022920578,LV,0.9499999999997021,1
0,uc1124041.2,uc1124041,2,0.9933659181243626,0.2193931022920578,LV,0.0,0
0,uc1124041.4,uc1124041,4,0.0004116781708241035,0.2193931022920578,LV,0.9495883218291759,1
0,uc605825.1,uc605825,1,0.9942215107965484,0.2193931022920578,LV,0.0,0
0,uc605825.4,uc605825,4,0.00014062002806084742,0.2193931022920578,LV,0.9498593799719391,1
0,uc605904.1,uc605904,1,0.9954093331888875,0.2193931022920578,LV,0.0,0
0,uc605904.2,uc605904,2,0.9933800604168544,0.2193931022920578,LV,0.0,0
0,uc605904.3,uc605904,3,0.9956588210237521,0.2193931022920578,LV,0.0,0
0,uc605904.4,uc605904,4,3.721823562846889e-07,0.2193931022920578,LV,0.9499996278176437,1
0,uc630753.2,uc630753,2,0.9910555333481933,0.2193931022920578,LV,0.0,0
0,uc630753.4,uc630753,4,0.0001852100798089145,0.2193931022920578,LV,0.9498147899201911,1
0,uc605804.1,uc605804,1,0.9977032758886701,0.2193931022920578,LV,0.0,0
0,uc605804.4,uc605804,4,7.293093911216121e-05,0.2193931022920578,LV,0.9499270690608878,1
0,uc605865.1,uc605865,1,0.9920283924513877,0.2193931022920578,LV,0.0,0
0,uc605865.2,uc605865,2,0.9909324721150259,0.2193931022920578,LV,0.0,0
