voltageLevel,minVoltagePu,meanVoltagePu,maxVoltagePu,maxViolationPu,violationCount,violationPct
MV,0.9887647969349539,1.0020979230269824,1.0192422679726654,0.0,0,0.0
LV,0.0,0.6054930074714886,1.098799870950516,0.9499999999999871,6653,38.60840297121634
