PAC,long,lat
61191,-53.72019618000968,-27.6313881790212
44311,-53.70614188354108,-27.641091278439717
61261,-53.71482091595249,-27.63440766268343
26751,-53.750493670646335,-27.663340906957274
26881,-53.750493670646335,-27.663340906957274
56851,-53.68822413373675,-27.617206715717316
62391,-53.703686645322364,-27.63682668520329
22021,-53.72113274028368,-27.630756303660462
74891,-53.68456792107264,-27.631324967473233
56911,-53.686787352554234,-27.639654454989056
33471,-53.74328663237213,-27.703757127689244
71221,-53.73924124528719,-27.70169008992565
22001,-53.72267051982857,-27.629859999739153
26891,-53.75108893640527,-27.663238865381288
71301,-53.73356838567241,-27.703859250204175
48511,-53.64993748063017,-27.676434810218268
44111,-53.75210455248305,-27.719469273088464
337691,-53.669846701763845,-27.67208261222271
51431,-53.7453686204654,-27.70513224865431
326241,-53.763104606492334,-27.675657138566066
62301,-53.71387773486953,-27.60973297449715
61241,-53.71627458370506,-27.633792753033106
44101,-53.75194026613036,-27.718579392125207
26901,-53.75192680867525,-27.663113958542283
26771,-53.75050364862443,-27.661716787999296
60241,-53.66493737735806,-27.677319796171616
62311,-53.71287501776783,-27.60931953816612
48771,-53.73585802542749,-27.646904279408943
26691,-53.74457797789131,-27.661789230188788
66451,-53.725356660781244,-27.684236306660182
51481,-53.746219625535275,-27.704709381133
37891,-53.76297274249805,-27.671627062438915
37791,-53.75710083233753,-27.66740464650718
9061,-53.70746511362404,-27.69968109620561
72851,-53.678967281514815,-27.653817177320832
74131,-53.743008934314844,-27.68374329741522
44131,-53.75247887819762,-27.721455623678025
625391,-53.6121283522416,-27.718222905362722
37621,-53.652764002156914,-27.659202431946653
61371,-53.72625737227986,-27.625404843758474
61011,-53.67129672366485,-27.683359344458154
26731,-53.748412751846956,-27.662786779786018
10561,-53.72965154858008,-27.669482143386176
44141,-53.75269791977314,-27.722506804345528
26781,-53.750555792216005,-27.660966944069173
26701,-53.745475731519775,-27.662033069670372
10591,-53.73257535966508,-27.66766521697616
625421,-53.61329711656862,-27.7213344553208
625411,-53.61291788145502,-27.720261289826624
73971,-53.69213061693438,-27.63817940495551
326231,-53.762711707079575,-27.678163994272893
62281,-53.71601745943815,-27.610665459043673
37591,-53.65621315221517,-27.658531847067025
26791,-53.75060545098074,-27.66011791031326
26911,-53.75311724846222,-27.664118780956926
48731,-53.736386674805146,-27.650231926562128
26411,-53.73779596461202,-27.66084083753458
68191,-53.73970080784596,-27.694526709240222
26321,-53.736861452094274,-27.663592923974193
26421,-53.73837525121684,-27.66091058175789
44161,-53.75302267215858,-27.72413326963465
48721,-53.73649396752256,-27.651285364527894
66531,-53.71586157185402,-27.689601492914505
66521,-53.71688033735762,-27.688995076461538
26931,-53.754659969781756,-27.66543234692523
26921,-53.75386317224758,-27.66477156105867
44181,-53.75241177348454,-27.725643033499125
74201,-53.73673289310847,-27.684850895252566
75781,-53.68696777094584,-27.62175113930357
61211,-53.718488908836036,-27.632396045640974
69191,-53.727388102478926,-27.67667206306521
74181,-53.738851110390385,-27.684448128478323
37771,-53.75546735683304,-27.66611096005272
61231,-53.71713241642783,-27.633252664278984
9701,-53.71073268246727,-27.704750594364384
69151,-53.72695018480317,-27.67984736416446
61021,-53.67181228520877,-27.682889267925304
60281,-53.664348519268685,-27.67435382486906
74151,-53.74478563045244,-27.683464491393124
30961,-53.659656055582445,-27.685207462953997
44271,-53.704489907183415,-27.63818235653048
37871,-53.7616212170455,-27.67067065682528
44281,-53.7049562955965,-27.639021322376095
37831,-53.75992846003038,-27.669441363627982
9731,-53.71072959239672,-27.70544534132938
44171,-53.75266882490632,-27.7249793320305
302171,-53.690564617562984,-27.61061128298428
37881,-53.76231228218603,-27.67115306666068
61031,-53.673157446159166,-27.68152802979472
56961,-53.688535400788055,-27.644023321918723
56821,-53.68749571975161,-27.61972897860943
3221,-53.75170337750882,-27.727308104885083
44191,-53.752007477862776,-27.726499120637868
72041,-53.688535400788055,-27.644023321918723
599051,-53.59187838787727,-27.7262096972197
322611,-53.74135770349517,-27.687420813219887
48661,-53.73716938985541,-27.654808586347144
68231,-53.74294461750003,-27.694949631620148
337661,-53.66697745434601,-27.6728596741346
322621,-53.66422971253115,-27.673634339353214
74031,-53.74144404470684,-27.68398179852113
60141,-53.66416356559603,-27.680510479275142
66431,-53.72650570567373,-27.68316714404841
8961,-53.70822690504758,-27.693179422292474
21991,-53.72343940060779,-27.62941184238258
36971,-53.660697550551504,-27.657516498987206
48631,-53.73807196564866,-27.657280776786365
36961,-53.66188694262826,-27.65725907254813
48651,-53.73749319885201,-27.655605131171797
48601,-53.73838746131224,-27.658149658579816
36951,-53.663056072979316,-27.657002024723624
10581,-53.73150848133133,-27.668362903824914
51411,-53.74390808369105,-27.70469208986799
71231,-53.73787826516974,-27.701906522567924
68171,-53.739145014230985,-27.696621746496362
3451,-53.68556641945463,-27.651460953560104
61081,-53.67690888533673,-27.67744071811461
599061,-53.59101598120253,-27.72661382017162
3471,-53.68548253878811,-27.653296153294775
342741,-53.703686645322364,-27.63682668520329
44121,-53.752290920789335,-27.720430888474652
22961,-53.73775522981998,-27.660832620429062
3401,-53.68735207913511,-27.647005516091667
44261,-53.70369216086448,-27.636842952140512
75771,-53.68672392426964,-27.622549809226257
30951,-53.66012394226607,-27.684440612843957
60251,-53.66478861240449,-27.676618933816712
61001,-53.670008786576204,-27.68457510825459
26761,-53.75047492158035,-27.66259247136543
71261,-53.73555596023931,-27.702268218203642
21951,-53.72590687680088,-27.628019072222344
48801,-53.73482214582532,-27.644768503763373
68331,-53.74134847465234,-27.68745708287804
26711,-53.746342429759295,-27.662250452896046
61341,-53.72658595128058,-27.62762679603975
44321,-53.70625251364254,-27.642704055147988
51421,-53.74459933768924,-27.705580556197674
22931,-53.72648751598604,-27.626925022671628
44331,-53.70634027308512,-27.64338801204707
26721,-53.74739278035247,-27.662518318665434
10571,-53.73056110940763,-27.668977030165763
8991,-53.70921942113932,-27.696019948062087
61091,-53.67779697664912,-27.677288212880683
9041,-53.70926770573999,-27.700024737051933
26451,-53.74185165792761,-27.661356050141535
44151,-53.752851181336894,-27.723360816748254
61361,-53.726570383116666,-27.62622719822656
21921,-53.72668438837377,-27.628328569407927
71181,-53.741512864427136,-27.70132933857809
26341,-53.737542746100814,-27.662063790511468
21941,-53.72658595128058,-27.62762679603975
61281,-53.71231131281678,-27.634925941079246
72071,-53.68530616374841,-27.656978482271086
26741,-53.74944262937379,-27.663046013862413
61051,-53.67453032511435,-27.680057980891036
10631,-53.73429200986834,-27.66661186444594
337681,-53.6692732949266,-27.672256065365104
62291,-53.71488134859533,-27.610182474541546
62361,-53.70806989960613,-27.635874992037202
44291,-53.7054213584089,-27.63980617961147
61041,-53.67380953468222,-27.680838780385386
56951,-53.688136463327055,-27.64303863442541
44381,-53.706782020973435,-27.64610402398148
61251,-53.71557607217795,-27.63422145085923
69181,-53.727257234933404,-27.677522696715016
37781,-53.75642039268695,-27.66694003875176
48701,-53.73661159794682,-27.652753602196924
3571,-53.685354331437225,-27.6556332610661
18551,-53.66540444206129,-27.656487706942073
72051,-53.68930149276963,-27.644279117886924
3521,-53.68546677637062,-27.65401613073982
74041,-53.74222108773296,-27.683849124237668
9051,-53.70801576581488,-27.699814672509092
9681,-53.71063882831925,-27.70177520176412
60151,-53.66434514051576,-27.679640860037637
56831,-53.687778509770396,-27.618866398365526
66581,-53.71025177809702,-27.69185867164032
61311,-53.70929897067094,-27.635598355179923
9111,-53.71417918492142,-27.700659261815417
18531,-53.66726841560484,-27.656054855147374
332001,-53.58208584998192,-27.719409515836446
18541,-53.66643176731219,-27.65623335978171
332101,-53.57882663763917,-27.71920866664658
332081,-53.58001190452575,-27.719168520011124
18511,-53.66892100889743,-27.65568018409317
616141,-53.75151362505369,-27.727826117980896
622561,-53.618982056776474,-27.790659208755415
278761,-53.61863235539886,-27.791306417557053
27231,-53.670986623034196,-27.65520730976948
61351,-53.7264847973355,-27.62691380812572
614821,-53.6155883724054,-27.844189039592436
610971,-53.61556597478989,-27.844947326357953
597401,-53.5848512185089,-27.683672405656978
489071,-53.58521587741075,-27.683613185300203
489111,-53.589195116661244,-27.701908484888634
11441,-53.58853264726383,-27.702212338828303
597411,-53.58367463907331,-27.68444495656945
614961,-53.615672394265516,-27.841769506257663
597421,-53.58269646267155,-27.68508575860085
597571,-53.76251824761897,-27.679737632485683
610401,-53.75085742752822,-27.7154252853486
66631,-53.71073726631175,-27.68771712184764
66611,-53.71021521256199,-27.68955879670108
66601,-53.70997343792379,-27.690438657418042
66641,-53.711019104847765,-27.68681843202495
475891,-53.588213798028335,-27.70113286908662
614831,-53.61562778519408,-27.84287105615425
66511,-53.71772099482803,-27.68856356555608
627021,-53.71478156521704,-27.690191060568964
627011,-53.71892930594265,-27.687836127335345
474661,-53.7118285351587,-27.68430350310416
610691,-53.593371202219146,-27.646567896990803
610681,-53.59197495527991,-27.645791023037248
615261,-53.5836680317542,-27.704384691700113
2031,-53.57445513119933,-27.834957269462393
597581,-53.7602929039943,-27.6803052800646
615281,-53.58126542545898,-27.705241553155133
615271,-53.58250808168259,-27.70463190633734
626991,-53.735399139158915,-27.66590434081263
631721,-53.59190854664206,-27.695767560524473
13931,-53.593474722280575,-27.699843415740986
474641,-53.71163370693,-27.685188725579167
308601,-53.711223465890214,-27.686065609540208
11281,-53.59981436084405,-27.71724758700651
614991,-53.615079759023615,-27.839913155367753
614971,-53.61541935921599,-27.840953287863897
61161,-53.68477730932534,-27.67388705154616
61181,-53.68705866452569,-27.675593074460778
61171,-53.68554186526484,-27.674485724836302
43051,-53.68682530574324,-27.676409586932834
610961,-53.61548297815688,-27.846563867628333
475881,-53.589195116661244,-27.701908484888634
614181,-53.61543493547384,-27.847945169633817
614171,-53.615379012031724,-27.84909164696188
561911,-53.647077030380615,-27.715375150842476
7301,-53.60027774732015,-27.660125479007604
641931,-53.596949084832374,-27.65605565104744
7321,-53.598674743544564,-27.658153737904627
640621,-53.58487714236617,-27.664067828067743
640611,-53.58553459354664,-27.66487660187363
640601,-53.58622477825088,-27.665784007026275
640591,-53.58728161115738,-27.66719884115355
640651,-53.58414553668712,-27.660968723827523
640641,-53.58424084413963,-27.662004531483888
618061,-53.59936772334174,-27.738447794829824
323751,-53.59284773473513,-27.652721987429743
323761,-53.59335996878747,-27.6533890838391
641901,-53.594825188331754,-27.65450749962139
610701,-53.59495274187549,-27.647467600349444
10741,-53.64955288285921,-27.87267275504354
641961,-53.59905600303205,-27.65859655148961
618421,-53.57958630486405,-27.742418231516126
115521,-53.58725727999945,-27.641214563801043
7811,-53.566427310471965,-27.83885114416495
7851,-53.56273327142327,-27.84059799180386
7871,-53.560825967644234,-27.841499566651635
7911,-53.55709390705812,-27.843364267746722
7921,-53.55610004917787,-27.84383381188087
7961,-53.552507541789566,-27.84559656313081
7981,-53.55339024256563,-27.84731252535272
7991,-53.55370984813095,-27.847956220503136
62961,-53.55541236548822,-27.851299060802944
62991,-53.55677462884603,-27.853980525280974
192191,-53.60001616601323,-27.645649396002796
633781,-53.59313557894376,-27.658906001011076
44781,-53.60732293460569,-27.7714278507147
44731,-53.608165693791705,-27.776139610254745
57501,-53.58283277021616,-27.8175770606328
24521,-53.635867866908484,-27.846699014148157
215351,-53.61446512546513,-27.837985040377248
24511,-53.60497648467697,-27.850344550960187
134391,-53.60497648467697,-27.850344550960187
37441,-53.59740817704568,-27.81601330776789
750641,-53.583568781673875,-27.67478387257762
660961,-53.58757981645533,-27.640780632819883
320811,-53.54448296401756,-27.84665612008382
320781,-53.54712384928615,-27.848032913787904
23101,-53.550648143996625,-27.786921852061766
23091,-53.550955038544146,-27.78789963456046
63761,-53.546982933615425,-27.805936727098242
319051,-53.55362086920769,-27.84242713010792
319031,-53.55497491995652,-27.84433284838218
133771,-53.632578424754456,-27.847086646231674
71,-53.60054811860073,-27.724107140731917
2301,-53.58732113456267,-27.80700905532359
659541,-53.59620448394975,-27.667419826164007
31681,-53.60856162032246,-27.788898626670232
75881,-53.61239579622895,-27.849464370084547
75871,-53.613377571717535,-27.849346522923668
61491,-53.6121283522416,-27.718222905362722
43901,-53.6151367013976,-27.791913998632083
148501,-53.6165758774747,-27.848961072595387
61501,-53.61329201291602,-27.71812874724384
133921,-53.619501518680124,-27.848634862408915
133911,-53.62060480696624,-27.848505633428204
581051,-53.62444662800942,-27.8196248816829
44671,-53.60764290439647,-27.781436527173923
10291,-53.617843782164755,-27.717690808883674
64681,-53.602085543812734,-27.75508796233953
64561,-53.605026190206445,-27.76188048689494
357331,-53.60683759477911,-27.788074067963805
61421,-53.604218299534864,-27.718985572725956
37401,-53.599614699658616,-27.81918368417962
134401,-53.60404239843791,-27.850335127863843
258061,-53.598843662305114,-27.739865131770387
75841,-53.59996734002067,-27.718433976246956
64701,-53.600967189184416,-27.75369251040098
171,-53.60008626456943,-27.735826827745882
75851,-53.60008928179485,-27.719377434321075
134511,-53.60504862739219,-27.8486921258409
675451,-53.602825778486874,-27.73163403548233
675441,-53.60306130193749,-27.73130479817786
675461,-53.60249098696943,-27.732479413494104
553841,-53.58728161115738,-27.66719884115355
553831,-53.589510865034356,-27.66590305658076
553821,-53.59009954685655,-27.665513105145635
13941,-53.59009954685655,-27.665513105145635
560581,-53.596346824146565,-27.814481449359334
609191,-53.60070720867071,-27.725683059625453
6911,-53.59417535530838,-27.701607695838447
675431,-53.602762727917536,-27.73068787674407
641911,-53.5955146337933,-27.654954728877613
29621,-53.588426957138324,-27.80443500856876
13861,-53.58424851355801,-27.67309300953474
48231,-53.588766658054794,-27.799078404544673
71941,-53.58462489512277,-27.676595723214007
29631,-53.588792030627644,-27.80357104246957
71911,-53.585324634224435,-27.680056307252755
48221,-53.58957180849211,-27.79965877753051
331911,-53.59386304774142,-27.72524318412559
620961,-53.71265524954009,-27.700517729209764
1881,-53.57760093453544,-27.82592130152682
30551,-53.57615302873927,-27.78952507102514
30671,-53.57497402742939,-27.784268963541763
1971,-53.57758920737598,-27.830577044994584
30501,-53.58000685663109,-27.79247561355868
57521,-53.58209102108373,-27.819251049696163
46731,-53.58430285779059,-27.81409398904634
331971,-53.584532369273404,-27.72040140330205
46641,-53.5861774730119,-27.80970109492955
24481,-53.58649485994977,-27.808964339732427
29581,-53.586521422325745,-27.808970653872507
30601,-53.57255282315424,-27.789150089704833
1891,-53.576572977960495,-27.825796144676303
30641,-53.574102971974526,-27.786910717555543
7971,-53.55299581430535,-27.846507811086553
7951,-53.55342089955485,-27.845155601249928
63801,-53.54911601309351,-27.80299211649293
23051,-53.55217972901124,-27.791684491645924
7941,-53.55431395692352,-27.84471500988974
62951,-53.55500797004174,-27.85050356009117
22991,-53.55355826919873,-27.796837901048264
62981,-53.556295586971714,-27.853033033747465
320821,-53.54373138079853,-27.845767740089116
320801,-53.54534620076652,-27.84710935771062
63691,-53.543568503683446,-27.811377089481027
320761,-53.54982955229195,-27.847405475682137
63711,-53.54451577668169,-27.80978971682191
23111,-53.55034209750977,-27.785980143169013
43971,-53.62065127133906,-27.79553561347774
44601,-53.62533163914378,-27.79947058629847
44611,-53.62585838375736,-27.799857542991163
133751,-53.637706876171364,-27.850128325162018
151271,-53.6407506019587,-27.845044781391493
151241,-53.64376814578327,-27.843913340728022
330941,-53.641502660919,-27.721743106359213
132191,-53.64930737783317,-27.833368549618854
132211,-53.64903593366137,-27.83180392800881
28801,-53.65123481473489,-27.870033053282725
11451,-53.58670785088657,-27.70316975348129
65581,-53.73368654489809,-27.685425333612216
61221,-53.717790638327244,-27.632833770861794
61271,-53.713772571746745,-27.634617654381202
62381,-53.70467450562387,-27.636626969159238
63311,-53.7018627950319,-27.63722313513955
63321,-53.701117713911344,-27.63740907716715
56941,-53.687812386332496,-27.64221489050476
3421,-53.68658781817322,-27.64889692705151
549621,-53.68593361084743,-27.65063113112177
72881,-53.67613603674863,-27.654052341042643
72901,-53.67471533094772,-27.654377508015557
48671,-53.73690994174035,-27.654155117364724
48761,-53.73602067501412,-27.647740100325336
49501,-53.72960207777362,-27.640992023862793
21781,-53.72722976154421,-27.639288483976316
21831,-53.726806359825616,-27.635697074660243
21861,-53.727162657730446,-27.63331730125242
21901,-53.72691678398235,-27.629938921543953
640981,-53.72537997030935,-27.618610539444774
61201,-53.719605951353515,-27.63168846355171
69141,-53.726823346220385,-27.68086031195378
10601,-53.733080442308506,-27.667195135047393
37941,-53.76894169040662,-27.668431432164823
26681,-53.74363949216877,-27.66153717000435
13641,-53.7420092964918,-27.684701368573258
74211,-53.73567355289214,-27.68504324944638
65591,-53.73278769499609,-27.685551343919315
65661,-53.730870001349444,-27.685868867554177
66421,-53.72633807474233,-27.68457785568347
8901,-53.70870915840089,-27.69218659413599
66471,-53.723877170794765,-27.68505935180758
74761,-53.68617160743372,-27.638087527517314
44371,-53.7066689851855,-27.645628066781796
44341,-53.706369054987874,-27.64414529696785
44301,-53.705770826862135,-27.640421874369963
10031,-53.74178985202002,-27.685653004182768
337671,-53.668598814183895,-27.6724404857398
60261,-53.664660326812566,-27.675926697758825
60171,-53.664530873900674,-27.678942581434967
48531,-53.6480125402465,-27.676038571622712
74971,-53.68625669139317,-27.624155774469386
74911,-53.68465155082839,-27.6297715469193
74901,-53.68461127648919,-27.630611382409313
74851,-53.68450016075377,-27.635187735525506
61291,-53.71134395885656,-27.635134330185167
415981,-53.67127712204149,-27.683386788169685
61151,-53.68396898338182,-27.674398935762213
48681,-53.73666940367002,-27.653447143171093
26361,-53.73800573597589,-27.659907441075518
48751,-53.73615002900061,-27.64845929446085
48791,-53.73557503485995,-27.64530397539812
68181,-53.739382278769085,-27.695570521762136
68141,-53.73991636185059,-27.69909649101021
71191,-53.74106076534201,-27.70067970430489
68321,-53.74110088499782,-27.688499493356915
74161,-53.74092991758158,-27.684091219034485
26671,-53.74263394759856,-27.661439801305733
13651,-53.74222108773296,-27.683849124237668
71141,-53.75504192714317,-27.70001410706533
48711,-53.736533539491234,-27.652060462320435
69251,-53.72812133233356,-27.671109169852286
21871,-53.72730385219097,-27.632475485455245
21811,-53.72700930173784,-27.63734409035743
48841,-53.731067260445684,-27.642063825085415
26331,-53.737348277600915,-27.66279840352348
65571,-53.73471550421709,-27.68523359455469
26351,-53.73775522981998,-27.660832620429062
48591,-53.73822720662025,-27.659036966582676
42431,-53.725945663661435,-27.62468019793272
69221,-53.727770835055935,-27.67372339471882
69241,-53.728006471821175,-27.67178807256147
63341,-53.698909953831276,-27.63784905878697
9071,-53.70668255775382,-27.69959716427769
62401,-53.702910529497274,-27.636986176370897
8981,-53.70890223295163,-27.69507885520494
9751,-53.709579300144526,-27.707299321606342
9741,-53.710086092399195,-27.706477423993874
66591,-53.709506353435415,-27.692044682915764
62371,-53.70707148396178,-27.636056893410853
9671,-53.71067250972851,-27.700267882256924
9101,-53.71356952101655,-27.70059904411056
627001,-53.71990908313762,-27.687293608613118
21981,-53.72423864789522,-27.628963083379574
73951,-53.69404526008066,-27.638178286198922
72811,-53.68335611789047,-27.653470595691374
74871,-53.68454174270721,-27.633156959326186
74721,-53.68645184877374,-27.63877679581242
74701,-53.68720553730566,-27.638112594320717
3391,-53.687752247768,-27.645969238089833
337721,-53.68758196833312,-27.618698788118536
56861,-53.68844859462689,-27.61644450790766
74001,-53.68964782708554,-27.638146414225616
302141,-53.68931781906207,-27.61388342128282
37561,-53.659579045736336,-27.65777255485949
72831,-53.68095949028822,-27.65366134999124
37681,-53.650862322737964,-27.66017714775711
48491,-53.65196862735024,-27.676612454201347
50111,-53.60453819198392,-27.792899256295584
44761,-53.60773053163871,-27.77320656672964
275571,-53.59902176224449,-27.742667731330698
30721,-53.59319688482833,-27.799356152964037
7901,-53.55797636501717,-27.84290580595814
7931,-53.55498570012992,-27.844359715628343
37581,-53.65740235093773,-27.65826543909867
37611,-53.653754146736446,-27.659084221459636
132181,-53.64948408831998,-27.83437562393584
151411,-53.63587354792588,-27.84671104977508
358691,-53.60945351306913,-27.662912265788407
64571,-53.60457427818034,-27.75994019058726
60751,-53.605520823627046,-27.76391019829697
60741,-53.605734723778426,-27.76479937149378
50171,-53.60683759477911,-27.788074067963805
134321,-53.60955169835216,-27.849806932643787
358671,-53.606630310940034,-27.662225589339414
64711,-53.6003922804793,-27.75297252126478
37361,-53.60192644744757,-27.82250541109579
134361,-53.60576572071142,-27.85023941661575
675471,-53.60268322335202,-27.733314871983737
275591,-53.598971221244824,-27.74182058165445
281,-53.59877742273983,-27.73878369611066
641941,-53.59774493717907,-27.65702325411985
164101,-53.59262703301113,-27.7394134409775
49991,-53.59417395956052,-27.799058105946813
7471,-53.59182409760399,-27.65013365044757
50001,-53.595121032909276,-27.79877866050674
37431,-53.59789085847632,-27.816680892509112
191,-53.599105549381534,-27.73808280767537
37501,-53.593000178815146,-27.811576036604777
60651,-53.57963827218845,-27.741181190659404
48281,-53.5847691077081,-27.796076687888785
48271,-53.585553933467224,-27.796657467368163
29591,-53.58691782189993,-27.80797298016887
27741,-53.58447472542821,-27.67581357203869
13871,-53.584536693213806,-27.67241996860662
29721,-53.58989843146742,-27.801024041925928
63701,-53.54403728249457,-27.810592515532107
23061,-53.551863090309325,-27.790724938405162
63831,-53.55072790037224,-27.80076086072512
62941,-53.55460337044917,-27.849699040078576
7771,-53.570119948376885,-27.837050095285633
2041,-53.573552097651145,-27.835398170189364
30591,-53.573145963815136,-27.788489426146043
1961,-53.57785587255046,-27.82993023189465
63731,-53.545511422414165,-27.808102199257064
23121,-53.550014513159226,-27.78498469618671
23081,-53.551261728945576,-27.78886839685896
320831,-53.54286500361701,-27.845179213849576
49521,-53.72791035587818,-27.63977129311064
3461,-53.68552792307514,-27.652372929067383
42481,-53.724032108694814,-27.620215867068566
72891,-53.675682943013385,-27.65416935812931
66571,-53.711289646999546,-27.691612796093636
116041,-53.58667316673319,-27.641793884580068
27221,-53.67318387273747,-27.654731865183408
302151,-53.689802814448285,-27.61259287795889
9031,-53.71041063074597,-27.699515171288056
60131,-53.66391283011296,-27.681453605499428
18521,-53.66812465832629,-27.655848900506328
75791,-53.687227236147976,-27.620762701637318
72031,-53.68816363904068,-27.64497785244589
56921,-53.687141570327185,-27.640468595948903
648931,-53.63877054212679,-27.84584955950953
64641,-53.6041169711213,-27.758198482573846
675481,-53.60283256387169,-27.734051892480807
371611,-53.59446094401733,-27.812838771092345
330381,-53.656131590000825,-27.84520049001054
214451,-53.62963324937493,-27.847440569926334
214441,-53.62863122744915,-27.84755891711029
659561,-53.59178057491357,-27.81106662912157
660991,-53.587588285371055,-27.64076424267563
326251,-53.71265524954009,-27.700517729209764
722851,-53.725569639127514,-27.62381246457352
74941,-53.6852024602253,-27.627857214039125
24561,-53.60477802318718,-27.760829557138322
11321,-53.59535131241307,-27.704608147148235
11311,-53.59506043658985,-27.703882789059435
11161,-53.59479047090349,-27.703184104862487
10541,-53.59448840391667,-27.70241384272464
13921,-53.59275043708294,-27.69793521443853
13911,-53.59245959993058,-27.697209847356532
13901,-53.59220001511858,-27.69651998460955
13891,-53.59190854664206,-27.695767560524473
11341,-53.59591246868541,-27.706092332495132
11331,-53.595631631994195,-27.705315657291692
603371,-53.59906992183937,-27.713939659287803
603871,-53.598800115333006,-27.713250006082887
7271,-53.59677513976084,-27.70822647677045
11361,-53.59649394873668,-27.70748289571901
11351,-53.5962457250601,-27.70684696441583
618041,-53.59996906851768,-27.736442551282664
241,-53.59983937998334,-27.736959263059475
618031,-53.60074899207228,-27.735552716184884
618021,-53.60084410796918,-27.727178195117574
618011,-53.60077544383165,-27.726421608970043
608071,-53.60006075260162,-27.719379567512988
603891,-53.59981812450678,-27.71727289662681
603381,-53.599381978495444,-27.71470069707948
553861,-53.586145282678615,-27.668862153465568
553851,-53.5866746344268,-27.668103402649876
553871,-53.585577318538355,-27.66970282532509
553801,-53.59277276635004,-27.66542699775772
553791,-53.59343444524342,-27.665983023397757
553781,-53.5940857891278,-27.666530215896728
553761,-53.59547006429199,-27.667217053324293
553741,-53.5984051573721,-27.66620564067773
553731,-53.59898505281791,-27.66544589970846
553721,-53.5994381753315,-27.664896050612185
553711,-53.59982060483702,-27.664356550014702
266151,-53.60119677441156,-27.6625623197952
553951,-53.585984328314055,-27.683535676330337
553911,-53.58495966865377,-27.678330809519196
553901,-53.583568781673875,-27.67478387257762
553891,-53.5849791704523,-27.67055308125964
496961,-53.58240968505885,-27.744747434246676
496951,-53.5830257485394,-27.745069753066616
496941,-53.58377380281871,-27.74539862434699
496931,-53.58464831077089,-27.745499566951423
496921,-53.58522587877127,-27.745479744994213
496911,-53.585642327831124,-27.745508045759664
496901,-53.58662568432783,-27.74506559640008
496891,-53.58728402763575,-27.744602157763325
496881,-53.587933834578735,-27.74377797947011
496871,-53.5883407885965,-27.742976391247396
496861,-53.588736961541485,-27.742147936677895
496851,-53.58911264253436,-27.741310843220788
496971,-53.58177037230479,-27.744299232823266
60631,-53.580300379159155,-27.74302745205523
496981,-53.58103494630569,-27.743645307884606
713791,-53.59114595572123,-27.810834943078135
689361,-53.61244261493471,-27.79062868666449
71241,-53.73635340348676,-27.702135166204926
48811,-53.7339144582856,-27.644118798443742
10641,-53.73594517872698,-27.665045500849146
26311,-53.73641625530587,-27.66443173063982
48781,-53.73572755268435,-27.646139997762646
48741,-53.73631425599808,-27.64935823699301
48641,-53.737726094483605,-27.65641249484071
74171,-53.73981972160283,-27.68427558994648
26441,-53.74012346672458,-27.661128618790656
68221,-53.74149031482614,-27.694752904023233
69201,-53.72751583049114,-27.675695185284553
21801,-53.72711804775963,-27.638460667026095
69271,-53.728813774336174,-27.670021923672778
66401,-53.728352688325856,-27.68530502140959
8951,-53.70796283711519,-27.69233652820816
8971,-53.70858531995651,-27.69425948828473
9001,-53.70950377238114,-27.6968624419481
66561,-53.71224691326438,-27.691386536559378
61301,-53.71032664126142,-27.63537075655512
66541,-53.713762106336105,-27.690770411025596
62221,-53.72107653805176,-27.61333602283912
22011,-53.72191131125794,-27.630289919743973
69131,-53.72667714343538,-27.681909728151368
816861,-53.69046867339051,-27.6381575469332
302181,-53.69086717108303,-27.60973027023573
73941,-53.69519056918938,-27.638201127180253
73921,-53.69710631490449,-27.638245054565573
445011,-53.68506589457536,-27.63678270835527
74841,-53.68446379306954,-27.636057629056268
3581,-53.68534840760287,-27.656219810595758
3541,-53.68542409184835,-27.654756768310165
3441,-53.685910486579644,-27.650615231107963
3431,-53.68625432797484,-27.64976049025438
74961,-53.68601503906274,-27.625044622111602
56931,-53.68748699093186,-27.64133703887319
75761,-53.686529816397865,-27.623311427080637
3411,-53.68694155660751,-27.648032970844895
56891,-53.68871068315144,-27.615564282965238
56901,-53.68900490085542,-27.614755610782765
60121,-53.66369005455232,-27.68231705179045
18581,-53.66422475996467,-27.656726932002243
61071,-53.67586287037511,-27.678597720208586
72871,-53.67706621093686,-27.65397121410018
51401,-53.74459933768924,-27.705580556197674
37641,-53.65060945406299,-27.659775987172054
30941,-53.66060204614746,-27.68365236246649
37571,-53.65859154246567,-27.6579990212378
51391,-53.7452097768097,-27.70647964352071
33481,-53.663873245553816,-27.671890902842847
60301,-53.664046850681586,-27.67278075502776
60291,-53.66422971253115,-27.673634339353214
716001,-53.66371393065333,-27.671172196139878
703601,-53.60008626456943,-27.735826827745882
709151,-53.74263394759856,-27.661439801305733
60661,-53.579612752126764,-27.741389182264925
618431,-53.57963372971284,-27.741848933681297
60181,-53.66473204684644,-27.678045519385194
3511,-53.68547996133111,-27.65331215403262
9021,-53.71013684204161,-27.69869051725351
66551,-53.71303262665435,-27.69119069839195
69261,-53.728194781763705,-27.67039499483309
26431,-53.73923900597532,-27.661010786018892
49511,-53.72871559804639,-27.64037795058192
37841,-53.7616212170455,-27.67067065682528
37851,-53.76231007165245,-27.670259960728572
721411,-53.59495274187549,-27.647467600349444
