PAC,long,lat
818321,-53.6838174404225,-27.57689638206233
818311,-53.68354082694759,-27.57654707009118
818301,-53.68316963357171,-27.575926845447498
818291,-53.682867802207284,-27.575235988949714
818281,-53.682386741355,-27.574660560436485
818271,-53.681721366247984,-27.574266157357215
818261,-53.68101698034934,-27.57386194896975
818251,-53.68024475049481,-27.573652842204865
818241,-53.679445622817184,-27.573507495574404
818231,-53.67893973887783,-27.57338851346907
818221,-53.67809211615821,-27.57312644652825
818211,-53.67762743645699,-27.572473723983137
818201,-53.677509961615385,-27.572064036925724
818191,-53.67731458839751,-27.57122738863302
11CS1947,-53.67749975071291,-27.572018798328827
818511,-53.68392922705215,-27.587562549272207
818501,-53.684019317537434,-27.58700441112461
818491,-53.68401895690931,-27.586972985215027
818481,-53.68392549126838,-27.58588396197524
818471,-53.68394508839509,-27.585441497327167
818461,-53.683910569717,-27.584689628123783
818451,-53.6838782867535,-27.583967128080474
818441,-53.68390675029627,-27.583236053900748
818431,-53.68398912729634,-27.582855981518264
818421,-53.68401139720817,-27.582315394539762
818411,-53.68397332261071,-27.581932870605442
818401,-53.68396489776177,-27.581541291397457
818391,-53.683951777552466,-27.58109828715618
818381,-53.68400157211482,-27.58036165786416
818371,-53.68410701852406,-27.57956945946296
818361,-53.68406629542318,-27.579207014691917
818351,-53.68427616571245,-27.578482807735327
818671,-53.684075370481935,-27.594581652621116
818661,-53.683260872491246,-27.594522705658278
818651,-53.68402631336363,-27.586298293131676
11CS1939,-53.684019406570314,-27.586957783075206
818631,-53.68309825977684,-27.593796139779954
818621,-53.682952356466046,-27.59299472782436
818611,-53.68294039638215,-27.59234166623486
818601,-53.68294882932497,-27.591669443689852
818591,-53.6830452276551,-27.590995881154925
818581,-53.68319321199709,-27.590573580206524
818571,-53.68328434749458,-27.590187022812813
818561,-53.68339435076865,-27.589789365087086
818551,-53.68347992755656,-27.589403276240148
818541,-53.68368771321735,-27.589020868318357
818531,-53.68369904197715,-27.588500883908637
818521,-53.68378143786305,-27.587988456502046
818841,-53.68464115556486,-27.60392268228594
818831,-53.684260593951194,-27.603371397871683
818821,-53.68390742029118,-27.60259330713535
818811,-53.68348040599591,-27.602026317860236
818801,-53.683028013731814,-27.601406858539633
818791,-53.68281348585367,-27.600906760838313
818781,-53.682900409826004,-27.60017672267759
818771,-53.68306667288863,-27.59948177966038
818761,-53.683134283020706,-27.59875716800883
818751,-53.68301516331911,-27.59801216872654
818741,-53.68336669211908,-27.597489663517138
818731,-53.6840294582928,-27.597018788386322
818721,-53.68435816859454,-27.59677767205187
818711,-53.68473643783631,-27.596525762054227
818701,-53.68498108131183,-27.5960848073679
818691,-53.68492189423,-27.595347761689823
818681,-53.684876467674826,-27.594618479858923
819001,-53.70567795837104,-27.518656850233413
12CS1935,-53.704901943270045,-27.51886002057347
818981,-53.687355993883955,-27.609795467486776
11CS1941,-53.68723430751726,-27.610465343700582
815011,-53.68742918880599,-27.611428222634345
818951,-53.68722098406113,-27.610525265528565
818941,-53.68722846642055,-27.610490349350073
818931,-53.68761006765044,-27.609188498850074
818921,-53.68770057811912,-27.608419956215982
818911,-53.68746157339285,-27.607711209504657
818901,-53.68687121523436,-27.607167247370512
818891,-53.68637160496553,-27.606565135972176
818881,-53.68595666856538,-27.60591744513397
818871,-53.685647630034055,-27.60523901187088
818861,-53.68530708195624,-27.604771583841455
818851,-53.68484612364966,-27.604133982497274
820471,-53.59424647909168,-27.757540000770348
820461,-53.59500178100734,-27.75748540023102
820451,-53.595712988263756,-27.757393369008753
820441,-53.596591118685126,-27.757356300752633
6FR125,-53.597417119004774,-27.757297923060662
820421,-53.59803044674766,-27.75673179173873
820411,-53.59866577820304,-27.75616145428762
820401,-53.599274522101496,-27.755573660995594
820391,-53.59979043438102,-27.754903613011265
64711,-53.60037968547408,-27.75429840704578
820661,-53.57940857544537,-27.758540891349014
820651,-53.57864709788521,-27.758710386575046
820641,-53.578130510214805,-27.758815645025948
820631,-53.57822104316659,-27.75949678075176
6CF1965,-53.578053350181904,-27.760063808697794
820591,-53.58097075269802,-27.758225984741387
820581,-53.58146893304479,-27.758298873893864
820571,-53.581955915033404,-27.758378556525145
820731,-53.58246258677889,-27.75848457580247
820551,-53.58380977570056,-27.75864345003515
820542,-53.584647729808864,-27.758888256287946
820721,-53.58540382222856,-27.759200993730815
820521,-53.58996569086389,-27.75804858627322
820511,-53.59080154415591,-27.75772065478435
820501,-53.591571448363595,-27.757704323995313
820491,-53.5924496813077,-27.757649958179
820481,-53.59334021517873,-27.75756693546566
820621,-53.57806824205568,-27.760008449130567
820701,-53.58716102825883,-27.75784028440154
820561,-53.582980068375434,-27.758515775982232
820711,-53.58642256165183,-27.759053090327825
820701,-53.58720187096952,-27.758713607047298
820691,-53.588276414225106,-27.758374094089106
820531,-53.58914119151274,-27.758286528000838
820431,-53.598004924887334,-27.75675634323062
820601,-53.58049149408714,-27.758267234844993
820671,-53.57994623153331,-27.758391124550712
822391,-53.56856357534866,-27.837035598214243
7771,-53.56917655415464,-27.837460819261366
6CF1953,-53.56881662388804,-27.837234520156926
822561,-53.601891122976895,-27.837530361137226
822551,-53.60253283602151,-27.837287304065796
822541,-53.60316672766231,-27.837046710237416
822531,-53.6037928968247,-27.836809633657595
822521,-53.60433827449174,-27.837309155792866
822511,-53.604206822386914,-27.838021253378088
822501,-53.604042593590805,-27.83891080429015
822491,-53.60395058575091,-27.83991370035693
822481,-53.60385980728421,-27.840903094901876
822471,-53.60379378535487,-27.841622780067212
822461,-53.60457866327465,-27.841666135483706
822451,-53.60536355198627,-27.841709476511085
135312,-53.605351212388484,-27.842668598976616
822721,-53.60095329016218,-27.826688209193435
822711,-53.600558834022934,-27.82753820522396
822701,-53.60096554612301,-27.828215470267708
822691,-53.60098554794462,-27.829053972063093
822681,-53.60068832020977,-27.82981417798186
822671,-53.60039141263354,-27.830575188793887
822661,-53.60034125024845,-27.83147229491044
822631,-53.600984557791094,-27.832261775560426
822651,-53.60083404635412,-27.832072809112788
822631,-53.599840621047804,-27.832351854354556
822621,-53.60038558053009,-27.833111711336358
822611,-53.60093054810625,-27.833871575512774
822601,-53.60075057757706,-27.834684668762407
822591,-53.60057061424243,-27.835497753018842
822581,-53.60101885973256,-27.836187730879033
822571,-53.60148543430529,-27.836905915975194
6CF1964,-53.60104663259597,-27.8323359228645
37361,-53.601731341328275,-27.823950085627928
822741,-53.60162807667433,-27.824938426167364
822731,-53.601347730113616,-27.825838222156165
37702,-53.64827922250805,-27.66020851431142
6CS1960,-53.662843299678514,-27.690328275529453
801061,-53.65949954926475,-27.69142103365374
73361,-53.64827987541588,-27.660235568616542
71261,-53.73356838567241,-27.703859250204175
824511,-53.5801426677499,-27.82834645202712
824491,-53.57925154122563,-27.828330633851635
824451,-53.57795000728697,-27.825973054812607
824481,-53.57843926366104,-27.82829312672635
824471,-53.57757386404256,-27.82829666645796
824461,-53.57757143947032,-27.827515738360603
824451,-53.577782265738904,-27.82675753253403
824441,-53.57799087517873,-27.82597861622014
824431,-53.57818128054163,-27.825404215631977
824371,-53.57963809052541,-27.821495669389606
824361,-53.58040317256831,-27.821093222773982
57521,-53.58102842082491,-27.820524040052362
57521,-53.58267431326891,-27.820077946639856
6CF133,-53.57760093453544,-27.82592130152682
6CF2001,-53.59241082160207,-27.826814557645662
824521,-53.58017854170629,-27.82832705994582
824661,-53.59235404290473,-27.826806521303865
824651,-53.59155679930683,-27.826698245627483
824641,-53.59069599522394,-27.826868783167754
824631,-53.58984131552427,-27.827011050519502
824621,-53.58896400078794,-27.826986555684925
824611,-53.58814240444838,-27.82721444569006
824601,-53.58728557806694,-27.827612971261544
824591,-53.58646035116425,-27.82747425353392
824581,-53.5857288354174,-27.827619600164383
824571,-53.58488455277984,-27.827657345609964
824561,-53.584076809597036,-27.827793826723678
824551,-53.58321895708917,-27.827901468378002
824541,-53.58237305477263,-27.827789547749376
824531,-53.58168490613349,-27.82761945447419
6CF1963,-53.58091112314975,-27.827964598987023
330941,-53.64280038353081,-27.723423506689414
824491,-53.578198918944906,-27.82897202853627
827081,-53.57786761769637,-27.82990419112548
16CF1587,-53.6048356634351,-27.66182131440212
7371,-53.60448968165343,-27.661264371453512
65661,-53.73278769499609,-27.685551343919315
37691,-53.64946442824072,-27.66019487069667
325211,-53.6009980826953,-27.84782125384777
134431,-53.60066926807224,-27.848504121667816
37671,-53.650152703684284,-27.66016365972507
18511,-53.670986623034196,-27.65520730976948
580941,-53.62113119275028,-27.82861081673576
580931,-53.62004899086821,-27.830453850464778
74021,-53.68964782708554,-27.638146414225616
66611,-53.71073726631175,-27.68771712184764
215261,-53.61446512546513,-27.837985040377248
614991,-53.61459746430148,-27.838424618201543
155721,-53.61693118252799,-27.83501509227267
215351,-53.616161118240996,-27.835913872027504
580961,-53.62208669454526,-27.826986716663612
580951,-53.62161909114809,-27.827798574244753
581021,-53.62413083646891,-27.820839855874624
581011,-53.62386076556186,-27.821846450853002
581001,-53.62362198836405,-27.82288853847524
580991,-53.62353188798619,-27.82378344485005
580981,-53.62298624591847,-27.825147142626463
580971,-53.62251371783378,-27.826175628002773
580851,-53.61745563476967,-27.834454789456913
580921,-53.61968817746737,-27.831065187108663
580911,-53.61909039810337,-27.831951687520302
580901,-53.61864000862943,-27.832636899872966
580891,-53.61809033580033,-27.83341421719234
580881,-53.617838709089085,-27.83392423441586
581091,-53.6256694254036,-27.81351166722959
581081,-53.62550384492647,-27.81464258718563
581071,-53.6253936932643,-27.81554689777107
581061,-53.625293682357494,-27.816451015901634
581051,-53.625155269500056,-27.817446086067946
581111,-53.62435795485567,-27.812986260807236
581101,-53.625014231521504,-27.813271510471793
71611,-53.60047018155359,-27.723386817947244
71601,-53.60040280884249,-27.722684341309275
6CF1558,-53.58521587741075,-27.683613185300203
71591,-53.600248441112626,-27.721306823650934
75841,-53.60017400692482,-27.72030674156281
553761,-53.5940857891278,-27.666530215896728
581031,-53.62444662800942,-27.8196248816829
37811,-53.75992846003038,-27.669441363627982
580961,-53.620550433955316,-27.82682643948857
42451,-53.72602904250624,-27.621096853736788
689391,-53.61514760208013,-27.786861347473177
611451,-53.59728512011219,-27.64969755569757
574251,-53.67120232093032,-27.67365338159823
337681,-53.67042025339197,-27.67274821126091
45661,-53.658789496737825,-27.68750671286449
30961,-53.65899334966332,-27.686717870733105
288361,-53.65811979679114,-27.68765887725533
45671,-53.65834131869684,-27.687611406541123
148521,-53.615379012031724,-27.84909164696188
11371,-53.59345335708673,-27.69985727699168
9031,-53.70926770573999,-27.700024737051933
583991,-53.64887721591077,-27.660215124328488
331911,-53.59070063932302,-27.723570160034797
60561,-53.598562584595584,-27.74937995811854
655671,-53.58854061345852,-27.644943951602045
116041,-53.58578217240927,-27.64310975191347
116061,-53.586641608623324,-27.643896714461732
116051,-53.58604595975322,-27.64355595414395
116131,-53.58709760447084,-27.644330303700485
191601,-53.60001616601323,-27.645649396002796
191591,-53.59954870920552,-27.645161932876874
7871,-53.55883979422106,-27.842501826897774
655661,-53.58774304700398,-27.644634038929723
63711,-53.545511422414165,-27.808102199257064
62991,-53.5576361200109,-27.85565173453989
63001,-53.55769742859343,-27.855910405640657
57501,-53.58209102108373,-27.819251049696163
610701,-53.596523966307984,-27.64835845527847
62961,-53.556295586971714,-27.853033033747465
46741,-53.58314763635428,-27.816732090913206
63771,-53.54854545710714,-27.803760538617894
319051,-53.55244356581784,-27.840698572880797
63831,-53.55182837647834,-27.799224749422592
1901,-53.573010650021445,-27.82535737174527
63661,-53.54311049245524,-27.81218853067611
63811,-53.55072790037224,-27.80076086072512
320781,-53.54534620076652,-27.84710935771062
1891,-53.574231974326096,-27.82550601529033
46711,-53.58430285779059,-27.81409398904634
63761,-53.54800511024757,-27.804519378466523
319031,-53.55362086920769,-27.84242713010792
29571,-53.58918926207474,-27.810050633529897
7921,-53.55497491995652,-27.84433284838218
46651,-53.58466756345723,-27.813211994238088
63671,-53.543568503683446,-27.811377089481027
46731,-53.58356243335959,-27.81582209391445
29591,-53.5861774730119,-27.80970109492955
7991,-53.55460337044917,-27.849699040078576
7951,-53.55149905193963,-27.8463099512432
29561,-53.5901932831934,-27.810455842862837
331921,-53.58813421072523,-27.722228759149857
64731,-53.55355826919873,-27.796837901048264
319091,-53.54952435566446,-27.836530065010436
6CF130,-53.58584791015289,-27.80435703195144
151401,-53.636798850486514,-27.846581973679122
133791,-53.632578424754456,-27.847086646231674
148521,-53.6165758774747,-27.848961072595387
22991,-53.55334008018053,-27.795317140273767
7831,-53.56273327142327,-27.84059799180386
43921,-53.618146951720405,-27.792217842679236
61411,-53.57085267191326,-27.836702613434795
135301,-53.605303265033626,-27.843634880944933
43941,-53.61989627429358,-27.794936432969962
29631,-53.58839972386812,-27.804430709809367
319081,-53.55030253363498,-27.837688596851194
489311,-53.588667802776854,-27.722498467630146
7851,-53.560825967644234,-27.841499566651635
37531,-53.59178057491357,-27.81106662912157
331931,-53.58675810680114,-27.721487597274745
275561,-53.59791512578238,-27.745602747069086
275541,-53.59749609836621,-27.746747436544922
319101,-53.54894570038374,-27.835656559802374
29551,-53.59114595572123,-27.810834943078135
319061,-53.55166618644529,-27.839576131733054
60671,-53.57664164479604,-27.743546814134106
319121,-53.54774931517869,-27.83397342013717
63841,-53.55225140048168,-27.798657536216297
319071,-53.55091080359068,-27.838525457383923
44761,-53.60806910840262,-27.775067783851114
134571,-53.60527690230714,-27.844654887513002
44751,-53.608165693791705,-27.776139610254745
331901,-53.59187838787727,-27.7262096972197
43931,-53.61919155744437,-27.794318248888032
44811,-53.60712021752397,-27.770583582466315
134511,-53.60497648467697,-27.850344550960187
43991,-53.62367372276407,-27.798031488462357
7721,-53.570119948376885,-27.837050095285633
134561,-53.60522161288708,-27.84573859665886
7811,-53.564510349772775,-27.839770992337378
10421,-53.64064765116814,-27.71907984236077
30461,-53.58158676761519,-27.793646057819274
37421,-53.599614699658616,-27.81918368417962
151321,-53.63514048534506,-27.842643956653205
331971,-53.58295596744392,-27.71976319041886
37431,-53.59897447589128,-27.818293517232007
1971,-53.57689129389803,-27.832394550567983
2041,-53.57179566953448,-27.83623391736137
278741,-53.61863235539886,-27.791306417557053
61471,-53.6121283522416,-27.718222905362722
28781,-53.65123481473489,-27.870033053282725
61461,-53.61115744505997,-27.71832243783018
75871,-53.615381913244676,-27.849119055599886
151161,-53.64834017855634,-27.82781149930122
134401,-53.6020019572245,-27.850328534933908
50141,-53.60516998730503,-27.792165556095483
349291,-53.60137965244894,-27.791055098414006
6CF953,-53.60300465004451,-27.791980836246523
50131,-53.60453819198392,-27.792899256295584
331941,-53.585454450462464,-27.72080822422015
181,-53.59877742273983,-27.73878369611066
151331,-53.63452645792967,-27.84117606522318
151291,-53.6407506019587,-27.845044781391493
7771,-53.56833472936421,-27.83795851577287
258061,-53.598971221244824,-27.74182058165445
50051,-53.59807420595979,-27.797956223301014
1261,-53.604218299534864,-27.718985572725956
134341,-53.60955169835216,-27.849806932643787
44731,-53.608353707857304,-27.778066824124608
134441,-53.59779587388044,-27.85017326248601
10381,-53.636810776396146,-27.718467351886716
134321,-53.611373434336485,-27.849582978971284
43921,-53.618436144912096,-27.79370102258406
60701,-53.57489206681538,-27.745474123332087
61431,-53.60773844837064,-27.718648584164782
331981,-53.58208584998192,-27.719409515836446
30511,-53.57768215320874,-27.79069651173461
71581,-53.598218054319716,-27.711790292188198
326341,-53.641502660919,-27.721743106359213
11241,-53.643670385879545,-27.719563433005987
151341,-53.633784391336576,-27.839448973890967
10821,-53.656131590000825,-27.84520049001054
164141,-53.59505472319688,-27.73916038074691
7781,-53.567370559903395,-27.838391494371933
132191,-53.64903593366137,-27.83180392800881
43971,-53.62217251235154,-27.796778858757307
61441,-53.60887128927851,-27.718536998983268
6CF140,-53.63579838258926,-27.844246337198683
151311,-53.63679692054143,-27.846567240985337
1991,-53.57623159261385,-27.83411209289875
30501,-53.57844683415402,-27.79128673409548
37461,-53.59740817704568,-27.81601330776789
64641,-53.60457427818034,-27.75994019058726
241,-53.60095009487094,-27.73761504779617
151311,-53.63877054212679,-27.84584955950953
50081,-53.60078480037822,-27.79717438419044
330951,-53.64328942226899,-27.72730271794603
61421,-53.60653445310248,-27.71875247744481
151411,-53.63673995478507,-27.848342403778872
48281,-53.583239833951154,-27.794905337111572
28771,-53.65180271951982,-27.86917406043449
313481,-53.6317432369608,-27.72148706217814
30451,-53.58247531578314,-27.79432416282981
11241,-53.64107438937151,-27.720379912203157
151261,-53.64376814578327,-27.843913340728022
134531,-53.60504862739219,-27.8486921258409
64671,-53.60392573748277,-27.75740812418553
151171,-53.64813970438382,-27.82666052536291
30521,-53.57691790663603,-27.790124320780762
134411,-53.600967055185436,-27.85034806011481
44841,-53.6064439471304,-27.767745303203128
10411,-53.63875454318759,-27.71877312767765
331951,-53.584532369273404,-27.72040140330205
132211,-53.64868429064745,-27.829861919392044
30471,-53.58079163112882,-27.79305642451436
43881,-53.6151367013976,-27.791913998632083
133731,-53.637706876171364,-27.850128325162018
133721,-53.63721833835558,-27.84923546294624
37401,-53.600760303745005,-27.820840235388516
50091,-53.601417504014535,-27.796476771985397
132151,-53.64645446300301,-27.83457813507283
191,-53.59661717204483,-27.7344935558329
4291,-53.54275879368333,-27.812772449688737
134451,-53.59678904327967,-27.85009298270495
241,-53.59936772334174,-27.738447794829824
354301,-53.65992880197257,-27.848988706963212
43911,-53.61768095721038,-27.793092809285667
603381,-53.59973685367282,-27.71559589483462
134421,-53.59973829978264,-27.8503261211535
6CF248,-53.60576572071142,-27.85023941661575
48251,-53.585553933467224,-27.796657467368163
6FR521,-53.59692271041473,-27.81522848470678
50021,-53.595121032909276,-27.79877866050674
48241,-53.58620415229973,-27.79712347267008
30571,-53.574102971974526,-27.786910717555543
164101,-53.59083512484108,-27.740394380995838
71721,-53.60054811860073,-27.724107140731917
331891,-53.59386304774142,-27.72524318412559
50111,-53.60266153260363,-27.795036830585218
536711,-53.59190854664206,-27.695767560524473
151151,-53.64854904969883,-27.82889013537141
11391,-53.589997188719224,-27.70153257816588
602951,-53.598800115333006,-27.713250006082887
44631,-53.606880786519014,-27.7873334276955
50171,-53.60653500798418,-27.789848142577682
481451,-53.59850983126364,-27.712551713990365
10751,-53.648385350603405,-27.875176246386616
30561,-53.5738187349466,-27.787764120217957
7241,-53.59620448394975,-27.667419826164007
44701,-53.60790636438719,-27.7805744379599
266151,-53.600332142814125,-27.663706356363207
330941,-53.64242265658032,-27.724576540974567
14011,-53.591804846716286,-27.660482767965334
725641,-53.54302177253675,-27.81534803608298
60631,-53.578215359451235,-27.74233553615602
28801,-53.650169136096736,-27.87171359660516
349301,-53.60012312598144,-27.79069080643552
37501,-53.59446094401733,-27.812838771092345
16CF249,-53.5898509355722,-27.663135826457165
201,-53.59559204383771,-27.733168471347824
151241,-53.645898771910765,-27.84304245164776
164121,-53.59262703301113,-27.7394134409775
151371,-53.63300886546671,-27.837596206799446
330961,-53.64417315366808,-27.728630126279256
44621,-53.60683759477911,-27.788074067963805
13861,-53.583568781673875,-27.67478387257762
29641,-53.58416285043518,-27.804325429774735
553911,-53.585324634224435,-27.680056307252755
60551,-53.59804960860254,-27.749985075051143
13961,-53.5906635171076,-27.664688443916532
29671,-53.579281271013826,-27.803848318744883
133851,-53.62863122744915,-27.84755891711029
7231,-53.59547006429199,-27.667217053324293
14001,-53.59109729250599,-27.661416294826097
675491,-53.60074899207228,-27.735552716184884
675481,-53.60116660215692,-27.734777961933332
4281,-53.54282317075268,-27.81335772577836
13951,-53.59009954685655,-27.665513105145635
4271,-53.5428528609707,-27.814196269841943
29661,-53.580097103598405,-27.80402254260622
46611,-53.59981695179084,-27.75223449172836
133901,-53.62321633386665,-27.848203358698015
133881,-53.62564500251483,-27.847895494681268
10741,-53.648719459535414,-27.874303713345626
61511,-53.61667043039603,-27.717803233132656
349331,-53.59663167451214,-27.789773075267192
151221,-53.64784894367375,-27.842265216166766
30711,-53.5902440571175,-27.80019652714799
7281,-53.60277265823157,-27.661928214115733
11401,-53.589195116661244,-27.701908484888634
30651,-53.57497402742939,-27.784268963541763
11381,-53.59095902803665,-27.70105443021771
50151,-53.60579184961415,-27.7914410640538
23031,-53.55217972901124,-27.791684491645924
14021,-53.59249447384087,-27.65964881943745
164131,-53.5940534117355,-27.739269394766723
251,-53.602913518144305,-27.736603687310264
133941,-53.619501518680124,-27.848634862408915
148501,-53.61864107612473,-27.848732404676696
64681,-53.603319089004685,-27.756634612797086
359211,-53.58261341297856,-27.671652850498617
13881,-53.58449982011058,-27.67240338780607
7221,-53.597937270688476,-27.711064753335677
11301,-53.59763665161012,-27.71035762990067
1951,-53.57785587255046,-27.82993023189465
133871,-53.626546009890376,-27.847797136728445
29651,-53.58219338731493,-27.804281083305284
553901,-53.58447472542821,-27.67581357203869
553831,-53.58728161115738,-27.66719884115355
71941,-53.58495966865377,-27.678330809519196
151201,-53.64968924526244,-27.84156224130436
151211,-53.648794460296074,-27.841913244000978
6421,-53.59313557894376,-27.658906001011076
442101,-53.59736994686551,-27.749122681866254
30721,-53.591201080565384,-27.79990789873051
13971,-53.59062685894236,-27.66209275587596
164151,-53.59618779612987,-27.739048884598276
28751,-53.652869009696985,-27.867520561524657
151271,-53.64259100337205,-27.844341894662648
28761,-53.65230112109981,-27.868379557970172
61451,-53.61008562764954,-27.718441911864716
133861,-53.62756854625138,-27.847687435626597
46621,-53.59925176745509,-27.751496268837684
133891,-53.62451150959845,-27.848034360797044
349311,-53.59884697001161,-27.790353938383532
6CF1113,-53.599105549381534,-27.73808280767537
553891,-53.584536693213806,-27.67241996860662
312001,-53.597631624399924,-27.727247595799838
48201,-53.59022191940602,-27.80017817648161
31681,-53.6103663627174,-27.78970359094791
6CF654,-53.59991107573552,-27.728449845483965
121,-53.600980518935785,-27.72907934393652
618021,-53.60103097899645,-27.72906937225366
7391,-53.606630310940034,-27.662225589339414
10881,-53.65168986359629,-27.8407749621947
7461,-53.59284773473513,-27.652721987429743
44661,-53.60727577056031,-27.784330581491076
44671,-53.60741583906969,-27.78339864463169
31691,-53.61140240149956,-27.79018022533711
17911,-53.59151380271976,-27.649435701896095
10771,-53.64771667858179,-27.876903274766278
349341,-53.59544658748996,-27.789425439632282
23061,-53.551261728945576,-27.78886839685896
31661,-53.60856162032246,-27.788898626670232
30691,-53.576015656397374,-27.78111877061474
10851,-53.652725119968295,-27.840358085057517
44641,-53.60701612459445,-27.78620309050018
553691,-53.59982060483702,-27.664356550014702
10861,-53.65364016755967,-27.84000666777348
331881,-53.594694630153015,-27.725678703309484
13921,-53.593474722280575,-27.699843415740986
6CF1044,-53.59256378009434,-27.70032964949371
6CF128,-53.60767878554748,-27.788464187572174
30681,-53.57582752991652,-27.78174482376454
17891,-53.59182409760399,-27.65013365044757
7371,-53.60580454174618,-27.662015567964033
7471,-53.59249265810962,-27.65184443167516
43861,-53.61331074669357,-27.791073412208164
271,-53.59874977847943,-27.738785325682215
30611,-53.57091129512014,-27.790958073256434
151191,-53.65064401680786,-27.84117399138654
43871,-53.61425446647041,-27.79150665970451
10831,-53.65464347821393,-27.84369540441935
44691,-53.60764290439647,-27.781436527173923
48231,-53.58696892407653,-27.797713641071653
30601,-53.571376023384744,-27.79044416556576
10841,-53.65357284431127,-27.842660434031757
37951,-53.77110574343527,-27.667052934245476
676551,-53.772925418173486,-27.666484229963203
676541,-53.77230149551758,-27.667056066584166
42491,-53.72440021020151,-27.618720013917482
253031,-53.72537997030935,-27.618610539444774
16CF1092,-53.67342160042648,-27.655340781751647
17951,-53.592918703835096,-27.645854568233688
27221,-53.67393766019484,-27.654583519313917
320731,-53.550588843600224,-27.846886178354396
641731,-53.67288280489748,-27.656100014603965
641741,-53.67245123733471,-27.6566857565424
641751,-53.6720696441987,-27.65724346751199
50121,-53.60450073881799,-27.792877253482402
660961,-53.58725727999945,-27.641214563801043
641961,-53.60027774732015,-27.660125479007604
413151,-53.727068062541036,-27.620517059914334
7281,-53.60119677441156,-27.6625623197952
561861,-53.64505872418073,-27.71785876716831
11251,-53.64447761285152,-27.718564585687034
561891,-53.647077030380615,-27.715375150842476
561881,-53.64647633091789,-27.716108417569387
561871,-53.64570793127598,-27.717034355950716
44081,-53.75194026613036,-27.718579392125207
73921,-53.698909953831276,-27.63784905878697
37911,-53.76805099825492,-27.668873259193504
72851,-53.68095949028822,-27.65366134999124
51341,-53.74939557414638,-27.712919242628914
51511,-53.75303143245458,-27.701082599682195
51351,-53.74891949284029,-27.712125768988983
74911,-53.6852024602253,-27.627857214039125
71111,-53.75410163018603,-27.700510977099896
66391,-53.730870001349444,-27.685868867554177
51361,-53.74837923501366,-27.71119824240492
42451,-53.724334782723986,-27.620985806349836
66441,-53.72490674884733,-27.68366776425586
74721,-53.68720553730566,-27.638112594320717
74761,-53.68506589457536,-27.63678270835527
70261,-53.7498727939942,-27.713757799282973
74771,-53.6844609889834,-27.636072659425622
71121,-53.75504192714317,-27.70001410706533
6CF199,-53.751185570357734,-27.71597810580488
71141,-53.75678270435827,-27.699104330400473
61091,-53.68081311393399,-27.676300573812398
74701,-53.68892801691442,-27.63812429450053
43121,-53.75085742752822,-27.7154252853486
70251,-53.750373907929486,-27.71474022678001
320761,-53.54712384928615,-27.848032913787904
48511,-53.6480125402465,-27.676038571622712
51391,-53.74615505960827,-27.70779610350735
30911,-53.66105947731296,-27.6828978906251
326241,-53.762711707079575,-27.678163994272893
72811,-53.68547996133111,-27.65331215403262
66491,-53.71990908313762,-27.687293608613118
51381,-53.74744624504814,-27.70956579572487
62161,-53.72191277085767,-27.615205198960723
56821,-53.68758196833312,-27.618698788118536
62151,-53.72231277131732,-27.616225848544047
51481,-53.74842926609773,-27.703492677545
71301,-53.731491366333444,-27.70552419748367
51371,-53.7479229810607,-27.710386328166464
62171,-53.72165687236674,-27.614686949343195
61121,-53.68312960115014,-27.67488435023256
71311,-53.73047771257632,-27.70633812620349
74851,-53.68454174270721,-27.633156959326186
37901,-53.766642281316194,-27.66966825628498
27221,-53.67471533094772,-27.654377508015557
21851,-53.726806359825616,-27.635697074660243
44071,-53.75174060224697,-27.717491736754198
37791,-53.759072648084214,-27.66885396154106
60261,-53.664348519268685,-27.67435382486906
71191,-53.74051326347626,-27.70148446623506
302181,-53.69141659929659,-27.608176830796083
43101,-53.75155651192347,-27.716620291892923
3491,-53.68548253878811,-27.653296153294775
30921,-53.66060204614746,-27.68365236246649
21921,-53.72691678398235,-27.629938921543953
37921,-53.76894169040662,-27.668431432164823
48581,-53.763104606492334,-27.675657138566066
61131,-53.68396898338182,-27.674398935762213
74931,-53.68601503906274,-27.625044622111602
37981,-53.76330018835296,-27.67457062983067
73971,-53.69404526008066,-27.638178286198922
74871,-53.68456792107264,-27.631324967473233
73991,-53.69213061693438,-27.63817940495551
62141,-53.72265948424774,-27.617139280053664
42491,-53.72305481362872,-27.61797055759513
21831,-53.72700930173784,-27.63734409035743
49501,-53.731067260445684,-27.642063825085415
63341,-53.701117713911344,-27.63740907716715
48841,-53.73301623431172,-27.64344183377358
62231,-53.718924245457515,-27.611898639110848
72831,-53.68335611789047,-27.653470595691374
72871,-53.678967281514815,-27.653817177320832
51501,-53.75203168851158,-27.70163476902934
62191,-53.72107653805176,-27.61333602283912
62221,-53.71991643689398,-27.612294191523688
74781,-53.68446379306954,-27.636057629056268
61111,-53.68197202618802,-27.67561951992485
74941,-53.68577316280118,-27.62592445135232
37881,-53.76374847880919,-27.672252123636554
37941,-53.770991721990356,-27.667352930992934
73941,-53.69710631490449,-27.638245054565573
66481,-53.72072945460059,-27.686862479919455
62241,-53.71810482098067,-27.61152675865293
48831,-53.7339144582856,-27.644118798443742
62181,-53.7213359987573,-27.61399855608846
62251,-53.71704044546016,-27.611078474491933
