mvViolationPct,lvViolationPct,overloadedLines,overloadedTransformers,maxLineLoadingPct,maxTransformerLoadingPct,totalEnergyKWh,totalLossesKWh,lossesPct
0.0,38.6780408542247,0,1,73.04672300826579,101.39312076605623,18014.841920007384,3642.971835435594,20.222058298439407
