mvViolationPct,lvViolationPct,overloadedLines,overloadedTransformers,maxLineLoadingPct,maxTransformerLoadingPct,totalEnergyKWh,totalReactiveEnergyKvarh,totalLossesKWh,totalReactiveLossesKvarh,lossesPct
0.0,40.15204271123491,0,1,74.57086578789603,105.67597206497659,16395.787004860897,4140.8368511316685,665.6844808682449,-2415.7805632689583,4.0600947101282046
