hour,element,line,bus1,bus2,normAmps,maxCurrentA,loadingRatio,loadingPct,isOverloaded,activeLossesKw,reactiveLossesKvar
0,Line.smt_34422,smt_34422,62911,62921,163.8,0.01662935171920536,0.00010152229376804248,0.010152229376804248,0,7.873715691175676e-08,-0.048200298347159644
0,Line.smt_34421,smt_34421,8001,62911,163.8,0.016246655217694077,9.918592928995162e-05,0.009918592928995162,0,9.718749211629073e-08,-0.06289734436726332
0,Line.smt_34420,smt_34420,7991,8001,163.8,0.01587288248900329,9.690404449940959e-05,0.00969040444994096,0,9.078835580567101e-08,-0.06088676186752776
0,Line.smt_34711,smt_34711,780431,71861,286.65,8.902593379780447,0.03105736396225518,3.105736396225518,0,0.0074318870478600725,-0.04182316373840149
0,Line.smt_34710,smt_34710,780421,71851,286.65,8.9028055846983,0.031058104255008896,3.1058104255008896,0,0.00653981999286043,-0.03679762705378926
0,Line.smt_34709,smt_34709,780411,71841,286.65,8.903011505563589,0.03105882262537446,3.1058822625374463,0,0.006394525581228663,-0.035975125372080585
0,Line.smt_34708,smt_34708,71841,71831,286.65,8.90319873807161,0.03105947580000562,3.105947580000562,0,0.01147944324000855,-0.06457617955024762
0,Line.smt_34707,smt_34707,71831,71821,286.65,8.903344049442367,0.031059982729608818,3.105998272960882,0,0.00889591783794458,-0.05003731734854955
0,Line.smt_34706,smt_34706,71821,71811,286.65,8.903500231480376,0.031060527582349125,3.1060527582349127,0,0.009548534811212449,-0.053702720669163685
0,Line.smt_34705,smt_34705,780401,71801,286.65,8.903764405790074,0.031061449174219692,3.106144917421969,0,0.008010478298878297,-0.045044088455739255
0,Line.smt_34704,smt_34704,780391,71791,286.65,8.903984627751806,0.031062217435031594,3.106221743503159,0,0.006686847895311075,-0.037595328325091035
0,Line.smt_34703,smt_34703,71791,71781,286.65,8.904160649002597,0.031062831498351987,3.106283149835199,0,0.010699456890273722,-0.06014962435355119
0,Line.smt_34702,smt_34702,71781,71771,286.65,8.904307286605594,0.031063343054615715,3.1063343054615715,0,0.00890072300392785,-0.05003222962244945
0,Line.smt_34701,smt_34701,780381,71751,286.65,8.904522778521274,0.031064094814307604,3.1064094814307603,0,0.006561066852082149,-0.036874942042131806
0,Line.smt_34700,smt_34700,71751,71741,286.65,8.904649577651028,0.031064537162571182,3.106453716257118,0,0.007672815900630667,-0.04311989005563191
0,Line.smt_34721,smt_34721,16cs245,553961,286.65,8.90228199092857,0.031056277658917043,3.1056277658917044,0,0.00016791024785197805,-0.0009445770686688775
0,Line.smt_34720,smt_34720,71871,780431,286.65,8.90247278940952,0.031056943273711918,3.1056943273711917,0,0.006855966305010952,-0.03858515824879396
0,Line.smt_34719,smt_34719,71861,780421,286.65,8.902699257597941,0.031057733324953575,3.1057733324953576,0,0.00651844259648351,-0.03667995131393036
0,Line.smt_34718,smt_34718,71851,780411,286.65,8.902907346060118,0.031058459257143272,3.1058459257143274,0,0.006253107553988229,-0.035181932790779684
0,Line.smt_34717,smt_34717,71811,780401,286.65,8.90363305772703,0.03106099095666154,3.1060990956661536,0,0.008110154236404923,-0.04560860494732879
0,Line.smt_34716,smt_34716,71801,780391,286.65,8.903874758490742,0.031061834147883282,3.1061834147883283,0,0.006722833841253305,-0.037800436807307054
0,Line.smt_34715,smt_34715,71771,780381,286.65,8.904414463305748,0.031063716948563577,3.1063716948563576,0,0.006498236148850992,-0.036524427460795775
0,Line.smt_34714,smt_34714,553951,780441,286.65,8.902278714229857,0.0310562662279081,3.10562662279081,0,0.00023365570358873812,-0.0013153354395963107
0,Line.smt_34713,smt_34713,71741,536711,286.65,8.904703150350567,0.031064724054947035,3.1064724054947037,0,0.0032183142174762908,-0.018218940386306712
0,Line.smt_34712,smt_34712,553961,71871,286.65,8.902361661285166,0.031056555594924706,3.1056555594924706,0,0.004919338878433336,-0.027687653678089192
0,Line.smt_40856,smt_40856,824391,824401,286.65,1.4005403779746033,0.004885890033052864,0.4885890033052864,0,0.0002653264941764064,-0.05783766739728208
0,Line.smt_40855,smt_40855,824381,824391,286.65,1.4004115208642984,0.004885440505369958,0.4885440505369958,0,0.0002510320970068278,-0.054733785809119584
0,Line.smt_40859,smt_40859,824421,824431,286.65,1.4009179551162483,0.0048872072391984945,0.48872072391984944,0,0.00021945440334820887,-0.04780730858197649
0,Line.smt_40858,smt_40858,824411,824421,286.65,1.4008077793926808,0.004886822882932778,0.4886822882932778,0,0.00026946329706697725,-0.05871369803571815
0,Line.smt_40857,smt_40857,824401,824411,286.65,1.4006738727664405,0.004886355739635237,0.4886355739635237,0,0.00027172950853491786,-0.059220519049789346
0,Line.smt_36130,smt_36130,16cf1699,790091,163.8,0.006346338076552645,3.87444327017866e-05,0.00387444327017866,0,1.4862015021321895e-08,-0.0002118781166185073
0,Line.smt_36129,smt_36129,755911,790081,163.8,0.006372090785313684,3.890165314599319e-05,0.003890165314599319,0,3.3798456584577252e-09,-0.0003850173402790773
0,Line.smt_36128,smt_36128,790041,790051,163.8,0.004415805526340994,2.6958519696831466e-05,0.0026958519696831467,0,2.215821609752311e-09,-0.022034898989151286
0,Line.smt_36127,smt_36127,790031,790041,163.8,0.00527167434573283,3.2183604064302986e-05,0.0032183604064302987,0,3.2673165222263376e-09,-0.02473458591859125
0,Line.smt_36126,smt_36126,790021,790031,163.8,0.0060643219497305235,3.702272252582737e-05,0.003702272252582737,0,2.869836777108503e-09,-0.015931561811389917
0,Line.smt_36125,smt_36125,790091,790021,163.8,0.006334471304073757,3.867198598335627e-05,0.003867198598335627,0,2.103464083802464e-09,-0.004916389437348471
0,Line.smt_36207,smt_36207,21981,21971,163.8,0.9239613178076693,0.0056407894860053065,0.5640789486005306,0,0.00030576972401104286,-0.0736967580173864
0,Line.smt_36206,smt_36206,21861,21851,163.8,0.8193979569802804,0.005002429529794141,0.5002429529794141,0,0.00020610319135994359,-0.06594891974173901
0,Line.smt_36326,smt_36326,48531,30731,163.8,0.03224437925981378,0.00019685213223329532,0.019685213223329532,0,1.4105146499332477e-07,-0.02278462343879784
0,Line.smt_36333,smt_36333,48551,48561,163.8,0.014744358615800547,9.001439936386169e-05,0.00900143993638617,0,3.676182771528147e-08,-0.029438438052919253
0,Line.smt_36332,smt_36332,48541,48551,163.8,0.01422140613566421,8.682177128000128e-05,0.008682177128000127,0,2.6049208088352317e-08,-0.02152059882528104
0,Line.smt_36331,smt_36331,48531,48541,163.8,0.014052507139165692,8.579064187524842e-05,0.008579064187524842,0,2.195479635247466e-08,-0.018539580690542096
