hour,node,bus,phase,voltagePu,baseKvLN,voltageLevel,violationPu,hasViolation
0,60651.1,60651,1,0.9953864309712659,13.336791218280357,MV,0.0,0
0,60721.1,60721,1,0.9953549307665168,13.336791218280357,MV,0.0,0
0,164151.1,164151,1,0.9956507392613447,13.336791218280357,MV,0.0,0
0,302191.1,302191,1,0.9923338573351675,13.336791218280357,MV,0.0,0
0,320841.1,320841,1,0.9940773816867012,13.336791218280357,MV,0.0,0
0,337711.1,337711,1,0.9923617926460387,13.336791218280357,MV,0.0,0
0,358691.1,358691,1,0.9988805135125157,13.336791218280357,MV,0.0,0
0,et6_1177.1,et6_1177,1,0.9950448250839583,0.2193931022920578,LV,0.0,0
0,461501.1,461501,1,0.9954804144067576,13.336791218280357,MV,0.0,0
0,686891.1,686891,1,0.9947118559232974,13.336791218280357,MV,0.0,0
0,703601.1,703601,1,0.9957478232221717,13.336791218280357,MV,0.0,0
0,713791.1,713791,1,0.994577667033746,13.336791218280357,MV,0.0,0
0,725731.1,725731,1,0.9942536750746206,13.336791218280357,MV,0.0,0
0,809501.1,809501,1,0.9948765829512596,13.336791218280357,MV,0.0,0
0,811221.1,811221,1,0.9956679687541395,13.336791218280357,MV,0.0,0
0,815111.1,815111,1,0.9923308642501455,13.336791218280357,MV,0.0,0
0,822371.1,822371,1,0.9943660069361754,13.336791218280357,MV,0.0,0
0,820611.1,820611,1,0.9952086892180815,13.336791218280357,MV,0.0,0
0,822641.1,822641,1,0.9944162175252046,13.336791218280357,MV,0.0,0
0,618431.1,618431,1,0.9953866786884765,13.336791218280357,MV,0.0,0
0,bt10401.1,bt10401,1,0.9855294787893116,0.2193931022920578,LV,0.0,0
0,bt197792.1,bt197792,1,0.9845463333414838,0.2193931022920578,LV,0.0,0
0,bt800551.1,bt800551,1,0.9846901218620844,0.2193931022920578,LV,0.0,0
0,bt295341.1,bt295341,1,0.9833808828316368,0.2193931022920578,LV,0.0,0
0,bt800541.1,bt800541,1,0.9840012412617214,0.2193931022920578,LV,0.0,0
0,bt295361.1,bt295361,1,0.9827913678648437,0.2193931022920578,LV,0.0,0
0,bt474991.1,bt474991,1,0.9823271381652566,0.2193931022920578,LV,0.0,0
0,uc626695.1,uc626695,1,0.9786906848211047,0.2193931022920578,LV,0.0,0
0,uc1627323.1,uc1627323,1,0.9917357736597303,0.2193931022920578,LV,0.0,0
0,uc1627342.1,uc1627342,1,0.9990099976094396,0.2193931022920578,LV,0.0,0
