mvViolationPct,lvViolationPct,overloadedLines,overloadedTransformers,maxLineLoadingPct,maxTransformerLoadingPct,totalEnergyKWh,totalLossesKWh,lossesPct
0.0,38.55617455896008,0,0,74.4638198061941,88.53857986950919,13117.329309681578,609.1290348876212,4.643697055299496
