meterName,totalEnergyKWh,totalReactiveEnergyKvarh,totalLossesKWh,totalReactiveLossesKvarh,lossesPct
busa4-_202312598_segmmt_24122,12031.124941697244,2311.4759209818662,457.3877867604073,-2518.541382664136,3.8017042377741537
trf_11_130a_t2,12.08786917714096,4.323117832546109,1.9042527002059642,0.04837959715060835,15.753419170080404
trf_11_3987a_t2,12.095236699846602,4.88206010933528,0.7378919872600601,0.12573496157736624,6.100682488251085
trf_16_1142a_t2,36.96772547311209,13.923774590617747,4.446371981774921,0.12428848539947374,12.027713160250883
trf_16_1143a_t2,-0.3893176321320375,-0.47976718696374,4.250912142345875,1.6628017013388792,
trf_16_1585a_t2,4.862787484604121,1.2579535818632646,1.8875026150757659,0.004163401542064116,38.81523963470979
trf_16_2658a_t2,6.359227665418129,1.8944864541863191,1.8859285708979612,0.010203519297836503,29.656566333577846
trf_16_299a_t2,46.35287190670102,17.816725688614213,4.515252694857848,0.2372837934184583,9.741041944382951
trf_16_3130a_t2,44.29733615081571,17.44891166812374,3.509213102044898,0.3668006579864184,7.921950634000545
trf_16_3364a_t2,10.282147245529638,3.5609335939215905,1.891748550984734,0.028076587067420326,18.398380278080616
trf_16_3997a_t2,18.25925943613524,6.347444327934278,3.3283781028786104,0.06950880357548922,18.228439737767896
trf_16_538a_t2,15.537069653573484,5.203955087410216,3.3442599997501583,0.07683218267648023,21.52439343014072
trf_16_6312a_t2,11.19605665666149,3.348081394256033,3.3248548660023394,0.03512899374084822,29.696659886265394
trf_16_6318a_t2,38.5803336326383,14.526455807123929,4.408484128397771,0.16292207070254222,11.426765176204357
trf_6_1048a_t2,6.945220358930716,2.14505583847774,1.8872929839859198,0.012327637288784728,27.17398277448589
trf_6_1151a_t2,20.817975231202087,7.450707309671135,3.341648922074537,0.07806320983769109,16.051747996443268
trf_6_1177a_t2,56.96679558653913,21.529228285192396,6.451231423580601,0.1888353832755675,11.32454679459798
trf_6_124a_t2,14.761086917968493,4.420356805891731,4.777077238047375,0.4644338025650317,32.362638771758036
trf_6_1350a_t2,-47.23494512815102,-21.42958240517057,4.765605857944973,0.7776423638877911,
trf_6_1504a_t2,12.337609896595922,3.84151957078212,3.3304307606214008,0.04386776352552414,26.994132482177946
trf_6_1541a_t2,-33.01256854024613,-13.751828696406788,2.73149191538217,1.537062595008724,
trf_6_2090a_t2,22.199974805661995,8.665500808043811,1.9241439716453579,0.13837605312506027,8.667325023966308
trf_6_3509a_t2,29.456561677577717,12.626887788528807,0.9421508211080653,0.7629462734765148,3.1984412553663
trf_6_3817a_t2,3.6200590028527726,1.2377195547459647,0.7117250525753831,0.010357823970345546,19.660592604002062
trf_6_3819a_t2,42.285539563088015,16.591393610637365,3.3722527028592153,0.2788833501492364,7.974954884584065
trf_6_4910a_t2,277.42591657207146,122.37897261226544,7.007583375517983,11.609502954659908,2.5259296110850227
trf_6_5085a_t2,31.416290252321737,11.990470370035222,3.3933157546756068,0.20611936149752336,10.801134466934183
trf_6_5595a_t2,-34.3934182777313,-15.54845525680409,3.577786630024388,0.7038120678903529,
trf_6_5659a_t2,8.908594218975905,2.374570182580418,3.305198066770806,0.009897043477296617,37.101230402104434
trf_6_5711a_t2,15.551008596971277,5.192601847860564,3.307530540633549,0.03189716899290306,21.268913331304603
trf_6_5712a_t2,4.0032119809969275,0.35819039256370055,3.392347110968035,0.2410135786240365,84.74063144972983
trf_6_6153a_t2,96.21315303157763,40.00530123605556,4.226464137498156,1.6584237351774755,4.392813252997758
trf_6_6158a_t2,70.26768224922466,28.063029813672678,4.472343021283061,0.4720343378009867,6.364722555414028
trf_6_6197a_t2,105.9277965009631,42.45433901477822,6.50774761911969,0.6413168640809342,6.143569331266625
trf_6_6249a_t2,-49.86855905026194,-21.070727304576863,4.204126379116355,2.0713143254992383,
trf_6_6273a_t2,-86.57729146909014,-34.926607851993346,4.43874837227051,3.933968902210279,
trf_6_722a_t2,5.944671168552047,1.7200006614907555,1.8870001190911843,0.008822708546396602,31.742716553837642
trf_6_723a_t2,19.222433096607674,7.383433373777437,1.9129001472599256,0.10301393808881831,9.951394486047187
trf_6_724a_t2,17.620994848588516,6.072875522214935,3.3096984432639163,0.04142183401384443,18.78269911377354
trf_6_727a_t2,42.5769839228421,16.744814263105763,3.390233560065366,0.2672428205777992,7.962596801617367
trf_6_728a_t2,33.4003576796355,12.801613311988616,3.3506620651158037,0.16093148056194417,10.03181492022983
trf_6_729a_t2,32.987749696277575,13.2954777369531,2.0450415405599633,0.3340019661163676,6.199396925794945
trf_6_730a_t2,7.524095906819673,2.386668012317179,1.8985852160764662,0.016313680475322945,25.23339999368736
trf_6_731a_t2,6.704544097584765,2.042838367879385,1.8909430296902106,0.01135345232964694,28.20390174436172
trf_6_732a_t2,27.271471048317277,10.198026062790234,3.3230637443646223,0.10210877338322569,12.185128328710615
trf_6_737a_t2,18.129485502307197,6.910165077813154,1.951814584383749,0.10647141491794036,10.765967871153084
trf_6_808a_t2,19.10147919291868,7.337456695202207,1.9096548631662127,0.10143883067726675,9.99741875421963
trf_6_810a_t2,31.213804295798393,11.859035332016289,3.3683567139964885,0.14629959663957554,10.791240574446396
