hour,totalDeltaActiveEnergyKWh,totalDeltaReactiveEnergyKvarh,totalDeltaActiveLossesKWh,totalDeltaReactiveLossesKvarh
0,372.5987936327573,36.59516001394038,21.108563057031283,-109.8124508484049
1,358.8635329888222,30.663999289906574,20.995342269585368,-110.00420029848338
2,349.8507511853266,26.75430331910998,20.919196841941964,-110.15092092877238
3,346.88839335215647,25.423583701863553,20.88429897684453,-110.2578337896321
4,346.8033465382427,25.394913078077906,20.886074645499846,-110.24825140344223
5,511.4667993311288,96.96522889433355,22.63514125181715,-107.14760294961978
6,641.5463224388719,155.3025918386789,25.295361980915175,-101.79312319858055
7,869.5075423170007,252.54138310154485,29.31042725477891,-97.49774356342215
8,999.26504056487,305.7545056640531,32.36357899534189,-96.32918873558214
9,938.7602203210132,280.1514554555672,32.35357049064258,-96.51962904323668
10,798.5962060091204,223.36794931042587,32.46462362977457,-95.1308931127467
11,820.5270264283998,233.91788366968768,34.09494501933931,-92.86835503745117
12,727.9685440819478,195.41397888387502,32.81624523790324,-93.79261093271006
13,771.2287711284272,213.8333326242892,33.762911960951236,-92.79313792938758
14,637.7272996620957,157.2558077807372,31.337276234207355,-95.3021430739705
15,578.0020184260319,131.3095196335495,29.881538582717354,-97.11809902521564
16,605.2932276838822,140.0339884774547,27.621837678399622,-100.61849936316754
17,731.4525140497311,192.44290370389285,27.13367450554706,-100.95503550366614
18,813.5814518026358,229.40318215102832,28.19294876556061,-98.1741488931351
19,686.172671368995,173.53468590591422,25.48159646763728,-102.42872288430053
20,529.9955229122303,105.08143870060529,22.893282194619747,-106.69024495586314
21,445.043568768506,68.00068549486463,21.81500813663506,-108.5829899019042
22,439.60292269467163,65.52481559456326,21.72739010792549,-108.8219665033607
23,421.3336400255619,57.620144600880266,21.541667459344794,-109.12427793948271
