mvViolationPct,lvViolationPct,overloadedLines,overloadedTransformers,maxLineLoadingPct,maxTransformerLoadingPct,totalEnergyKWh,totalLossesKWh,lossesPct
0.0,38.840529247910865,0,1,74.58439923884286,102.82761051375594,16378.77209330272,668.2491663744471,4.079971090431707
