hour,totalDeltaActiveEnergyKWh,totalDeltaReactiveEnergyKvarh,totalDeltaActiveLossesKWh,totalDeltaReactiveLossesKvarh
0,341.16740555402384,23.02865544578565,20.873936596644416,-110.23531364156237
1,328.6751975047417,17.636126209151104,20.78194122883063,-110.39766609165142
2,320.47641382092655,14.082413964011282,20.720018314023466,-110.52144367579638
3,317.77671646578995,12.875046576621644,20.691434006092223,-110.61058061954137
4,317.7002147541965,12.848592105666905,20.692920000291632,-110.6026789371588
5,467.5070925198411,77.89762051506662,22.120145596419196,-107.99332094473091
6,581.424356537467,128.84041649248533,24.24901788999248,-103.61355976171176
7,783.7860880199974,215.22541710510967,27.45085433635017,-100.08936967246358
8,897.2232245067303,261.95807331728264,29.883551180749592,-99.1147265795845
9,832.8294623374832,234.88424316005754,29.87666328386804,-99.17783788081645
10,691.6536706393234,177.74805135006588,30.212643904763148,-97.55899670035903
11,707.7406017100501,185.8328126797699,31.607076014496542,-95.52161751556685
12,620.939693794755,149.76450046789998,30.708545643986202,-96.1084161137765
13,660.2830495777417,166.52925302885012,31.44197695836447,-95.30301151273257
14,538.2676674431355,114.80737654424063,29.60579084904644,-97.26827323306964
15,485.27700548085335,91.7117792515585,28.4354655966712,-98.81535222766927
16,519.2084540445866,103.21508861880979,26.3308088409523,-102.18875907807592
17,648.4006550419411,156.59753910234488,25.676305282918715,-102.92210941787575
18,737.9204731270845,196.23596640337345,26.605673988026748,-100.58997897255878
19,626.5023269342322,147.45945885926986,24.454152237311362,-104.04238370886333
20,484.368974354216,85.27102706664733,22.331531326884495,-107.61006889416238
21,407.0684566176659,51.57661990421833,21.449632964959278,-109.19870362344366
22,402.1085490267438,49.331964711264305,21.37769395502353,-109.39774465388153
23,385.4906002210816,42.145638155380695,21.226272800982805,-109.65278490522338
