mvViolationPct,lvViolationPct,overloadedLines,overloadedTransformers,maxLineLoadingPct,maxTransformerLoadingPct,totalEnergyKWh,totalLossesKWh,lossesPct
0.0,38.70125348189415,0,0,74.46307582025263,86.13685838600033,13103.796350034609,608.804052797649,4.64601277778589
