voltageLevel,minVoltagePu,meanVoltagePu,maxVoltagePu,maxViolationPu,violationCount,violationPct
MV,0.9820808652051025,0.9927337686615972,0.9993888321029437,0.0,0,0.0
LV,0.0,0.5965068286441543,1.0862928124476947,0.9499999999999875,6669,38.70125348189415
